,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
16,Marital status (original),Separated,2018,fv1fvol,0.36840547799999995,7.767932106,0.312316233,0.42449472200000005,517,Formal volunteer,Forms of volunteering,CA,,
17,Marital status (original),Divorced,2018,fv1fvol,0.400259354,4.396572821,0.365768508,0.43475020000000003,1380,Formal volunteer,Forms of volunteering,CA,,
18,Marital status (original),"Single, never married",2018,fv1fvol,0.424062104,3.197581637,0.397485517,0.45063869,3261,Formal volunteer,Forms of volunteering,CA,,
19,Marital status,Married/common-law,2018,fv1fvol,0.416113461,1.785459996,0.40155183200000005,0.430675091,9570,Formal volunteer,Forms of volunteering,CA,,
20,Marital status,Widowed,2018,fv1fvol,0.29954354899999996,5.4950616,0.26728234100000003,0.331804757,1421,Formal volunteer,Forms of volunteering,CA,,
21,Marital status,Separated/divorced,2018,fv1fvol,0.38976487600000004,3.8013126369999997,0.360725694,0.418804058,1897,Formal volunteer,Forms of volunteering,CA,,
22,Marital status,"Single, never married",2018,fv1fvol,0.424062104,3.197581637,0.397485517,0.45063869,3261,Formal volunteer,Forms of volunteering,CA,,
23,Labour force status,Employed,2018,fv1fvol,0.40971337399999996,1.941657655,0.39412140799999995,0.425305341,8587,Formal volunteer,Forms of volunteering,CA,,
24,Labour force status,Unemployed,2018,fv1fvol,0.40533622799999997,9.954584795,0.326252586,0.48441987,348,Formal volunteer,Forms of volunteering,CA,,
25,Labour force status,Not in labour force,2018,fv1fvol,0.39093120299999995,2.510529591,0.371695247,0.410167159,5824,Formal volunteer,Forms of volunteering,CA,,
26,Labour force status,Unable to determine,2018,fv1fvol,0.5063667000000001,4.383339234,0.46286379,0.549869611,1390,Formal volunteer,Forms of volunteering,CA,,
27,Personal income category,"Less than $25,000",2018,fv1fvol,0.412362354,2.7921793,0.38979553200000006,0.43492917600000003,4527,Formal volunteer,Forms of volunteering,CA,,
28,Personal income category,"$25,000 to $49,999",2018,fv1fvol,0.358437889,2.6990059960000004,0.33947668799999997,0.377399091,4837,Formal volunteer,Forms of volunteering,CA,,
29,Personal income category,"$50,000 to $74,999",2018,fv1fvol,0.418877745,2.894076107,0.395117806,0.442637684,3270,Formal volunteer,Forms of volunteering,CA,,
30,Personal income category,"$75,000 to $99,999",2018,fv1fvol,0.46460458,3.626598267,0.431580478,0.49762868299999996,1813,Formal volunteer,Forms of volunteering,CA,,
31,Personal income category,"$100,000 to $124,999",2018,fv1fvol,0.5204311460000001,4.877897742,0.470675306,0.5701869860000001,775,Formal volunteer,Forms of volunteering,CA,,
32,Personal income category,"$125,000 and more",2018,fv1fvol,0.52561169,4.366922615,0.480624527,0.570598852,927,Formal volunteer,Forms of volunteering,CA,,
33,Frequency of religious attendance,At least once a week,2018,fv1fvol,0.610682099,2.681170029,0.578590775,0.642773423,2383,Formal volunteer,Forms of volunteering,CA,,
34,Frequency of religious attendance,At least once a month,2018,fv1fvol,0.508332962,4.605746842,0.462445248,0.554220677,1208,Formal volunteer,Forms of volunteering,CA,,
35,Frequency of religious attendance,At least 3 times a year,2018,fv1fvol,0.424454416,5.114808449,0.38190353899999996,0.46700529399999996,1297,Formal volunteer,Forms of volunteering,CA,,
36,Frequency of religious attendance,Once or twice a year,2018,fv1fvol,0.41249592799999996,3.8972819089999997,0.380987294,0.44400456200000005,2164,Formal volunteer,Forms of volunteering,CA,,
37,Frequency of religious attendance,Not at all,2018,fv1fvol,0.33093384800000003,2.443741797,0.315083288,0.346784407,7820,Formal volunteer,Forms of volunteering,CA,,
38,Immigration status,Native-born,2018,fv1fvol,0.422961462,1.630393774,0.40944567299999995,0.436477251,12093,Formal volunteer,Forms of volunteering,CA,,
39,Immigration status,Naturalized,2018,fv1fvol,0.343458624,3.7896214919999998,0.31794816,0.36896908799999995,2492,Formal volunteer,Forms of volunteering,CA,,
40,Immigration status,Non-Canadian,2018,fv1fvol,0.395431174,10.47808131,0.31422281,0.476639538,319,Formal volunteer,Forms of volunteering,CA,,
41,Immigration status,Unknown,2018,fv1fvol,0.52063526,4.485650635,0.47486249799999997,0.566408021,1245,Formal volunteer,Forms of volunteering,CA,,
42,Age group,15 to 24 years,2018,ivc_flag,0.761862028,2.770996405,0.720484896,0.8032391590000001,845,Informal volunteer,Forms of volunteering,CA,,
43,Age group,25 to 34 years,2018,ivc_flag,0.789336145,1.7345091000000001,0.762502068,0.816170222,1846,Informal volunteer,Forms of volunteering,CA,,
44,Age group,35 to 44 years,2018,ivc_flag,0.754166635,1.781472351,0.7278339890000001,0.78049928,2523,Informal volunteer,Forms of volunteering,CA,,
45,Age group,45 to 54 years,2018,ivc_flag,0.740031425,1.877358698,0.712801558,0.767261291,2609,Informal volunteer,Forms of volunteering,CA,,
46,Age group,55 to 64 years,2018,ivc_flag,0.741990382,1.693155655,0.7173672529999999,0.766613512,3481,Informal volunteer,Forms of volunteering,CA,,
47,Age group,65 to 74 years,2018,ivc_flag,0.716605846,1.726734905,0.69235348,0.740858212,3019,Informal volunteer,Forms of volunteering,CA,,
48,Age group,75 years and over,2018,ivc_flag,0.552976171,2.914933913,0.521383727,0.5845686139999999,1826,Informal volunteer,Forms of volunteering,CA,,
49,Gender,Male gender,2018,ivc_flag,0.7311158090000001,1.149846931,0.714638955,0.747592664,7242,Informal volunteer,Forms of volunteering,CA,,
50,Gender,Female gender,2018,ivc_flag,0.740226295,0.993762791,0.725808617,0.754643974,8907,Informal volunteer,Forms of volunteering,CA,,
51,Education,Less than High School,2018,ivc_flag,0.614689974,2.925279158,0.5794470820000001,0.649932866,1568,Informal volunteer,Forms of volunteering,CA,,
52,Education,Graduated from High school,2018,ivc_flag,0.705639096,1.908764052,0.6792403690000001,0.732037822,3502,Informal volunteer,Forms of volunteering,CA,,
53,Education,Post-secondary diploma,2018,ivc_flag,0.754630925,1.289558821,0.735557713,0.7737041379999999,5142,Informal volunteer,Forms of volunteering,CA,,
54,Education,University Diploma,2018,ivc_flag,0.792183451,1.23806603,0.7729606059999999,0.8114062959999999,4544,Informal volunteer,Forms of volunteering,CA,,
55,Marital status (original),Married,2018,ivc_flag,0.737807282,0.982046614,0.723606145,0.75200842,8083,Informal volunteer,Forms of volunteering,CA,,
56,Marital status (original),Living common-law,2018,ivc_flag,0.7620728640000001,2.0815157859999998,0.7309826079999999,0.79316312,1487,Informal volunteer,Forms of volunteering,CA,,
57,Marital status (original),Widowed,2018,ivc_flag,0.592353471,3.724202753,0.549115795,0.6355911479999999,1421,Informal volunteer,Forms of volunteering,CA,,
58,Marital status (original),Separated,2018,ivc_flag,0.7140859190000001,4.397165496,0.652543952,0.775627886,517,Informal volunteer,Forms of volunteering,CA,,
59,Marital status (original),Divorced,2018,ivc_flag,0.727622214,2.653449556,0.689781016,0.765463412,1380,Informal volunteer,Forms of volunteering,CA,,
60,Marital status (original),"Single, never married",2018,ivc_flag,0.7482813770000001,1.63914547,0.724241595,0.7723211590000001,3261,Informal volunteer,Forms of volunteering,CA,,
61,Marital status,Married/common-law,2018,ivc_flag,0.742335278,0.915886911,0.729009578,0.7556609790000001,9570,Informal volunteer,Forms of volunteering,CA,,
62,Marital status,Widowed,2018,ivc_flag,0.592353471,3.724202753,0.549115795,0.6355911479999999,1421,Informal volunteer,Forms of volunteering,CA,,
63,Marital status,Separated/divorced,2018,ivc_flag,0.7231625890000001,2.347487422,0.689889945,0.7564352329999999,1897,Informal volunteer,Forms of volunteering,CA,,
64,Marital status,"Single, never married",2018,ivc_flag,0.7482813770000001,1.63914547,0.724241595,0.7723211590000001,3261,Informal volunteer,Forms of volunteering,CA,,
65,Labour force status,Employed,2018,ivc_flag,0.760241377,1.019831084,0.745045427,0.7754373259999999,8587,Informal volunteer,Forms of volunteering,CA,,
66,Labour force status,Unemployed,2018,ivc_flag,0.77436766,5.256598755,0.69458654,0.8541487790000001,348,Informal volunteer,Forms of volunteering,CA,,
67,Labour force status,Not in labour force,2018,ivc_flag,0.6831037990000001,1.445934476,0.663744777,0.70246282,5824,Informal volunteer,Forms of volunteering,CA,,
68,Labour force status,Unable to determine,2018,ivc_flag,0.745754444,2.60065148,0.707741973,0.7837669140000001,1390,Informal volunteer,Forms of volunteering,CA,,
69,Personal income category,"Less than $25,000",2018,ivc_flag,0.71928058,1.52105927,0.6978372340000001,0.740723927,4527,Informal volunteer,Forms of volunteering,CA,,
70,Personal income category,"$25,000 to $49,999",2018,ivc_flag,0.722525841,1.3749380619999998,0.703055005,0.741996678,4837,Informal volunteer,Forms of volunteering,CA,,
71,Personal income category,"$50,000 to $74,999",2018,ivc_flag,0.760787905,1.551154156,0.737658383,0.783917427,3270,Informal volunteer,Forms of volunteering,CA,,
72,Personal income category,"$75,000 to $99,999",2018,ivc_flag,0.769414376,1.841197405,0.741648669,0.7971800840000001,1813,Informal volunteer,Forms of volunteering,CA,,
73,Personal income category,"$100,000 to $124,999",2018,ivc_flag,0.771803135,2.9737243639999997,0.7268194179999999,0.816786853,775,Informal volunteer,Forms of volunteering,CA,,
74,Personal income category,"$125,000 and more",2018,ivc_flag,0.786663198,2.381602457,0.7499429,0.8233834959999999,927,Informal volunteer,Forms of volunteering,CA,,
75,Frequency of religious attendance,At least once a week,2018,ivc_flag,0.794221235,1.936641855,0.7640745959999999,0.8243678740000001,2383,Informal volunteer,Forms of volunteering,CA,,
76,Frequency of religious attendance,At least once a month,2018,ivc_flag,0.792439401,2.420346356,0.7548477259999999,0.830031075,1208,Informal volunteer,Forms of volunteering,CA,,
77,Frequency of religious attendance,At least 3 times a year,2018,ivc_flag,0.789069253,2.4099507,0.751798225,0.8263402809999999,1297,Informal volunteer,Forms of volunteering,CA,,
78,Frequency of religious attendance,Once or twice a year,2018,ivc_flag,0.758828119,2.100001566,0.727595305,0.7900609340000001,2164,Informal volunteer,Forms of volunteering,CA,,
79,Frequency of religious attendance,Not at all,2018,ivc_flag,0.695904775,1.180996627,0.6797965909999999,0.712012958,7820,Informal volunteer,Forms of volunteering,CA,,
80,Immigration status,Native-born,2018,ivc_flag,0.7522567379999999,0.889791434,0.739137688,0.765375789,12093,Informal volunteer,Forms of volunteering,CA,,
81,Immigration status,Naturalized,2018,ivc_flag,0.683813917,2.027363119,0.65664217,0.710985665,2492,Informal volunteer,Forms of volunteering,CA,,
82,Immigration status,Non-Canadian,2018,ivc_flag,0.678288505,5.98872063,0.598673193,0.757903818,319,Informal volunteer,Forms of volunteering,CA,,
83,Immigration status,Unknown,2018,ivc_flag,0.76983664,2.52718632,0.7317051370000001,0.807968144,1245,Informal volunteer,Forms of volunteering,CA,,
84,Age group,15 to 24 years,2018,dv_hp,0.727214913,3.084222505,0.683255026,0.7711748,845,Help people directly,Forms of volunteering,CA,,
85,Age group,25 to 34 years,2018,dv_hp,0.769580148,1.800522103,0.742421984,0.796738312,1846,Help people directly,Forms of volunteering,CA,,
86,Age group,35 to 44 years,2018,dv_hp,0.7182535059999999,1.9243172869999998,0.69116391,0.745343102,2523,Help people directly,Forms of volunteering,CA,,
87,Age group,45 to 54 years,2018,dv_hp,0.706260378,1.9981326380000002,0.678601329,0.733919427,2609,Help people directly,Forms of volunteering,CA,,
88,Age group,55 to 64 years,2018,dv_hp,0.7154569620000001,1.768716872,0.690654778,0.740259146,3481,Help people directly,Forms of volunteering,CA,,
89,Age group,65 to 74 years,2018,dv_hp,0.69124423,1.8248310030000001,0.6665211679999999,0.715967292,3019,Help people directly,Forms of volunteering,CA,,
90,Age group,75 years and over,2018,dv_hp,0.516942338,3.087691227,0.48565821,0.548226466,1826,Help people directly,Forms of volunteering,CA,,
91,Gender,Male gender,2018,dv_hp,0.6976114790000001,1.2489502000000001,0.6805346659999999,0.7146882929999999,7242,Help people directly,Forms of volunteering,CA,,
92,Gender,Female gender,2018,dv_hp,0.713907266,1.063047171,0.699032764,0.7287817679999999,8907,Help people directly,Forms of volunteering,CA,,
93,Education,Less than High School,2018,dv_hp,0.5930803889999999,3.066738825,0.55743212,0.628728658,1568,Help people directly,Forms of volunteering,CA,,
94,Education,Graduated from High school,2018,dv_hp,0.685031174,2.004022075,0.658124444,0.711937905,3502,Help people directly,Forms of volunteering,CA,,
95,Education,Post-secondary diploma,2018,dv_hp,0.7266968309999999,1.392460575,0.70686402,0.746529642,5142,Help people directly,Forms of volunteering,CA,,
96,Education,University Diploma,2018,dv_hp,0.7516001390000001,1.3461319319999998,0.731770145,0.771430132,4544,Help people directly,Forms of volunteering,CA,,
97,Marital status (original),Married,2018,dv_hp,0.7070973890000001,1.036128705,0.692737833,0.721456946,8083,Help people directly,Forms of volunteering,CA,,
98,Marital status (original),Living common-law,2018,dv_hp,0.727547128,2.261294146,0.695301838,0.759792417,1487,Help people directly,Forms of volunteering,CA,,
99,Marital status (original),Widowed,2018,dv_hp,0.554304245,3.72119911,0.513876529,0.594731961,1421,Help people directly,Forms of volunteering,CA,,
100,Marital status (original),Separated,2018,dv_hp,0.6948681809999999,4.569321845,0.632637828,0.757098534,517,Help people directly,Forms of volunteering,CA,,
101,Marital status (original),Divorced,2018,dv_hp,0.702809248,2.7673544760000004,0.664689471,0.740929025,1380,Help people directly,Forms of volunteering,CA,,
102,Marital status (original),"Single, never married",2018,dv_hp,0.7212349929999999,1.816910386,0.695551245,0.74691874,3261,Help people directly,Forms of volunteering,CA,,
103,Marital status,Married/common-law,2018,dv_hp,0.710913343,0.9686838240000001,0.697416046,0.72441064,9570,Help people directly,Forms of volunteering,CA,,
104,Marital status,Widowed,2018,dv_hp,0.554304245,3.72119911,0.513876529,0.594731961,1421,Help people directly,Forms of volunteering,CA,,
105,Marital status,Separated/divorced,2018,dv_hp,0.700193009,2.38910622,0.667406036,0.732979982,1897,Help people directly,Forms of volunteering,CA,,
106,Marital status,"Single, never married",2018,dv_hp,0.7212349929999999,1.816910386,0.695551245,0.74691874,3261,Help people directly,Forms of volunteering,CA,,
107,Labour force status,Employed,2018,dv_hp,0.73251864,1.064981393,0.717228594,0.747808686,8587,Help people directly,Forms of volunteering,CA,,
108,Labour force status,Unemployed,2018,dv_hp,0.7571610320000001,5.361617517,0.67759418,0.8367278840000001,348,Help people directly,Forms of volunteering,CA,,
109,Labour force status,Not in labour force,2018,dv_hp,0.650554085,1.5827103180000002,0.630373538,0.670734632,5824,Help people directly,Forms of volunteering,CA,,
110,Labour force status,Unable to determine,2018,dv_hp,0.7044728859999999,2.77084953,0.6662146170000001,0.742731155,1390,Help people directly,Forms of volunteering,CA,,
111,Personal income category,"Less than $25,000",2018,dv_hp,0.6873555490000001,1.618496371,0.665551294,0.709159805,4527,Help people directly,Forms of volunteering,CA,,
112,Personal income category,"$25,000 to $49,999",2018,dv_hp,0.701732582,1.467789758,0.681545033,0.72192013,4837,Help people directly,Forms of volunteering,CA,,
113,Personal income category,"$50,000 to $74,999",2018,dv_hp,0.728984298,1.6290986530000002,0.705708014,0.752260582,3270,Help people directly,Forms of volunteering,CA,,
114,Personal income category,"$75,000 to $99,999",2018,dv_hp,0.7404900190000001,1.969274728,0.71190927,0.769070768,1813,Help people directly,Forms of volunteering,CA,,
115,Personal income category,"$100,000 to $124,999",2018,dv_hp,0.7203847609999999,3.2802109039999996,0.6740705379999999,0.766698983,775,Help people directly,Forms of volunteering,CA,,
116,Personal income category,"$125,000 and more",2018,dv_hp,0.7400414390000001,2.646652467,0.701652948,0.7784299309999999,927,Help people directly,Forms of volunteering,CA,,
117,Frequency of religious attendance,At least once a week,2018,dv_hp,0.769562205,2.029877461,0.738945275,0.8001791359999999,2383,Help people directly,Forms of volunteering,CA,,
118,Frequency of religious attendance,At least once a month,2018,dv_hp,0.7626237440000001,2.527048566,0.724851568,0.80039592,1208,Help people directly,Forms of volunteering,CA,,
119,Frequency of religious attendance,At least 3 times a year,2018,dv_hp,0.764146456,2.554538319,0.725887148,0.802405765,1297,Help people directly,Forms of volunteering,CA,,
120,Frequency of religious attendance,Once or twice a year,2018,dv_hp,0.72237926,2.278700154,0.690116573,0.754641948,2164,Help people directly,Forms of volunteering,CA,,
121,Frequency of religious attendance,Not at all,2018,dv_hp,0.667524869,1.272153562,0.650880969,0.6841687679999999,7820,Help people directly,Forms of volunteering,CA,,
122,Immigration status,Native-born,2018,dv_hp,0.724778162,0.955165195,0.711209667,0.738346657,12093,Help people directly,Forms of volunteering,CA,,
123,Immigration status,Naturalized,2018,dv_hp,0.652210954,2.125622725,0.625038907,0.679383002,2492,Help people directly,Forms of volunteering,CA,,
124,Immigration status,Non-Canadian,2018,dv_hp,0.641877025,6.576823994,0.559136906,0.7246171440000001,319,Help people directly,Forms of volunteering,CA,,
125,Immigration status,Unknown,2018,dv_hp,0.725247683,2.685995964,0.6870673429999999,0.7634280240000001,1245,Help people directly,Forms of volunteering,CA,,
126,Age group,15 to 24 years,2018,dv_ic,0.299898462,7.065460709,0.258368377,0.341428546,845,Improve community,Forms of volunteering,CA,,
127,Age group,25 to 34 years,2018,dv_ic,0.31574081600000004,4.84932794,0.28573120399999996,0.345750427,1846,Improve community,Forms of volunteering,CA,,
128,Age group,35 to 44 years,2018,dv_ic,0.298568096,4.245910193,0.273721764,0.323414429,2523,Improve community,Forms of volunteering,CA,,
129,Age group,45 to 54 years,2018,dv_ic,0.264845369,4.892710682,0.239447925,0.290242813,2609,Improve community,Forms of volunteering,CA,,
130,Age group,55 to 64 years,2018,dv_ic,0.267272933,4.049010674,0.24606238,0.288483486,3481,Improve community,Forms of volunteering,CA,,
131,Age group,65 to 74 years,2018,dv_ic,0.267046977,4.17927485,0.245172549,0.288921404,3019,Improve community,Forms of volunteering,CA,,
132,Age group,75 years and over,2018,dv_ic,0.212303541,6.252872445,0.186284883,0.2383222,1826,Improve community,Forms of volunteering,CA,,
133,Gender,Male gender,2018,dv_ic,0.285561948,3.022497005,0.2686453,0.302478595,7242,Improve community,Forms of volunteering,CA,,
134,Gender,Female gender,2018,dv_ic,0.274950405,2.488209735,0.261541619,0.28835919,8907,Improve community,Forms of volunteering,CA,,
135,Education,Less than High School,2018,dv_ic,0.20200566600000003,8.146313957,0.16975246800000002,0.23425886399999998,1568,Improve community,Forms of volunteering,CA,,
136,Education,Graduated from High school,2018,dv_ic,0.225472323,5.043279106,0.203185184,0.247759463,3502,Improve community,Forms of volunteering,CA,,
137,Education,Post-secondary diploma,2018,dv_ic,0.273503471,3.472322082,0.254889847,0.292117095,5142,Improve community,Forms of volunteering,CA,,
138,Education,University Diploma,2018,dv_ic,0.364849059,2.9204358630000002,0.343965285,0.38573283399999997,4544,Improve community,Forms of volunteering,CA,,
139,Marital status (original),Married,2018,dv_ic,0.27921131899999996,2.519126874,0.265425545,0.292997093,8083,Improve community,Forms of volunteering,CA,,
140,Marital status (original),Living common-law,2018,dv_ic,0.28988628,6.149552667999999,0.254946572,0.324825989,1487,Improve community,Forms of volunteering,CA,,
141,Marital status (original),Widowed,2018,dv_ic,0.20620209399999997,8.170235041,0.17318219699999998,0.23922199100000002,1421,Improve community,Forms of volunteering,CA,,
142,Marital status (original),Separated,2018,dv_ic,0.315424569,9.569342252,0.256264906,0.374584233,517,Improve community,Forms of volunteering,CA,,
143,Marital status (original),Divorced,2018,dv_ic,0.275498468,6.568539513999999,0.240030517,0.310966418,1380,Improve community,Forms of volunteering,CA,,
144,Marital status (original),"Single, never married",2018,dv_ic,0.28775308899999996,4.15803944,0.26430234199999997,0.311203837,3261,Improve community,Forms of volunteering,CA,,
145,Marital status,Married/common-law,2018,dv_ic,0.281203284,2.360851803,0.268191489,0.294215079,9570,Improve community,Forms of volunteering,CA,,
146,Marital status,Widowed,2018,dv_ic,0.20620209399999997,8.170235041,0.17318219699999998,0.23922199100000002,1421,Improve community,Forms of volunteering,CA,,
147,Marital status,Separated/divorced,2018,dv_ic,0.28865239600000003,5.344330966,0.258416934,0.318887857,1897,Improve community,Forms of volunteering,CA,,
148,Marital status,"Single, never married",2018,dv_ic,0.28775308899999996,4.15803944,0.26430234199999997,0.311203837,3261,Improve community,Forms of volunteering,CA,,
149,Labour force status,Employed,2018,dv_ic,0.283335917,2.668982626,0.268514304,0.29815753,8587,Improve community,Forms of volunteering,CA,,
150,Labour force status,Unemployed,2018,dv_ic,0.381009644,10.90580044,0.299568923,0.462450364,348,Improve community,Forms of volunteering,CA,,
151,Labour force status,Not in labour force,2018,dv_ic,0.256587682,3.5458966,0.238755275,0.274420089,5824,Improve community,Forms of volunteering,CA,,
152,Labour force status,Unable to determine,2018,dv_ic,0.30371333,6.364993527999999,0.265824612,0.341602048,1390,Improve community,Forms of volunteering,CA,,
153,Personal income category,"Less than $25,000",2018,dv_ic,0.282632772,3.555210396,0.262938682,0.302326862,4527,Improve community,Forms of volunteering,CA,,
154,Personal income category,"$25,000 to $49,999",2018,dv_ic,0.259837296,4.005437416,0.239438735,0.280235857,4837,Improve community,Forms of volunteering,CA,,
155,Personal income category,"$50,000 to $74,999",2018,dv_ic,0.270181352,4.310414467,0.247355737,0.29300696800000003,3270,Improve community,Forms of volunteering,CA,,
156,Personal income category,"$75,000 to $99,999",2018,dv_ic,0.300397658,4.923013052,0.271412503,0.32938281199999997,1813,Improve community,Forms of volunteering,CA,,
157,Personal income category,"$100,000 to $124,999",2018,dv_ic,0.36670721799999995,6.872740816,0.317310566,0.41610387,775,Improve community,Forms of volunteering,CA,,
158,Personal income category,"$125,000 and more",2018,dv_ic,0.318787066,6.570719805,0.277732475,0.35984165700000004,927,Improve community,Forms of volunteering,CA,,
159,Frequency of religious attendance,At least once a week,2018,dv_ic,0.344934037,4.37104043,0.315383256,0.37448481899999997,2383,Improve community,Forms of volunteering,CA,,
160,Frequency of religious attendance,At least once a month,2018,dv_ic,0.34081306899999997,6.044222479,0.30043879,0.381187347,1208,Improve community,Forms of volunteering,CA,,
161,Frequency of religious attendance,At least 3 times a year,2018,dv_ic,0.307189312,6.254249299,0.269533729,0.344844896,1297,Improve community,Forms of volunteering,CA,,
162,Frequency of religious attendance,Once or twice a year,2018,dv_ic,0.2871663,5.305945994,0.257302547,0.317030054,2164,Improve community,Forms of volunteering,CA,,
163,Frequency of religious attendance,Not at all,2018,dv_ic,0.24508659300000002,3.0341810189999996,0.230511573,0.259661612,7820,Improve community,Forms of volunteering,CA,,
164,Immigration status,Native-born,2018,dv_ic,0.278051131,2.241879559,0.265833556,0.290268707,12093,Improve community,Forms of volunteering,CA,,
165,Immigration status,Naturalized,2018,dv_ic,0.265144186,4.358496987,0.242494252,0.287794121,2492,Improve community,Forms of volunteering,CA,,
166,Immigration status,Non-Canadian,2018,dv_ic,0.333706043,12.74049782,0.25037658399999996,0.417035502,319,Improve community,Forms of volunteering,CA,,
167,Immigration status,Unknown,2018,dv_ic,0.322524081,6.425068535,0.281908936,0.363139225,1245,Improve community,Forms of volunteering,CA,,
168,Age group,15 to 24 years,2018,fv1fvol,0.528167843,4.7230318669999996,0.479275491,0.577060194,757,Formal volunteer,Forms of volunteering,CA (without QC),,
169,Age group,25 to 34 years,2018,fv1fvol,0.38589991799999995,4.232573221,0.35388685299999995,0.41791298299999996,1624,Formal volunteer,Forms of volunteering,CA (without QC),,
170,Age group,35 to 44 years,2018,fv1fvol,0.483556153,3.2893894410000004,0.452380877,0.5147314279999999,2171,Formal volunteer,Forms of volunteering,CA (without QC),,
171,Age group,45 to 54 years,2018,fv1fvol,0.445763731,3.464354896,0.415496326,0.47603113700000005,2315,Formal volunteer,Forms of volunteering,CA (without QC),,
172,Age group,55 to 64 years,2018,fv1fvol,0.41188469899999997,3.22356829,0.385861503,0.43790789399999996,3038,Formal volunteer,Forms of volunteering,CA (without QC),,
173,Age group,65 to 74 years,2018,fv1fvol,0.424790801,3.113090371,0.398871999,0.45070960299999996,2647,Formal volunteer,Forms of volunteering,CA (without QC),,
174,Age group,75 years and over,2018,fv1fvol,0.333115087,4.849034726,0.301456051,0.36477412299999995,1584,Formal volunteer,Forms of volunteering,CA (without QC),,
175,Gender,Male gender,2018,fv1fvol,0.406734634,2.545622899,0.386441304,0.427027964,6309,Formal volunteer,Forms of volunteering,CA (without QC),,
176,Gender,Female gender,2018,fv1fvol,0.465671434,1.8906716319999999,0.44841528799999997,0.48292758,7827,Formal volunteer,Forms of volunteering,CA (without QC),,
177,Education,Less than High School,2018,fv1fvol,0.397134576,4.940093935,0.358682393,0.43558675799999996,1318,Formal volunteer,Forms of volunteering,CA (without QC),,
178,Education,Graduated from High school,2018,fv1fvol,0.34617177,4.0785973019999995,0.318499131,0.37384440799999996,3108,Formal volunteer,Forms of volunteering,CA (without QC),,
179,Education,Post-secondary diploma,2018,fv1fvol,0.410069024,2.715055282,0.388247567,0.43189048,4465,Formal volunteer,Forms of volunteering,CA (without QC),,
180,Education,University Diploma,2018,fv1fvol,0.532484043,2.3373443380000003,0.508090359,0.556877726,3992,Formal volunteer,Forms of volunteering,CA (without QC),,
181,Marital status (original),Married,2018,fv1fvol,0.455238135,1.8449647880000002,0.438776431,0.47169984,7370,Formal volunteer,Forms of volunteering,CA (without QC),,
182,Marital status (original),Living common-law,2018,fv1fvol,0.39946827100000004,5.502756248,0.35638480200000006,0.442551739,1044,Formal volunteer,Forms of volunteering,CA (without QC),,
