geoAbb,seriesDate,dateLabel,item2,GovAgency,Business,CommNPO,BusNPO,GovAgencyStat,BusinessStat,CommNPOStat,BusNPOStat
CA,2022.75,2022 Q4,Inflation,0.396,0.584,0.618,0.526,D,A,B,C
NL,2022.75,2022 Q4,Inflation,0.689,0.552,0.481,0.395,E,B,C,E
PE,2022.75,2022 Q4,Inflation,0.391,0.657,0.677,0.689,E,B,C,D
NS,2022.75,2022 Q4,Inflation,0.111,0.597,0.606,0.72,C,B,C,E
NB,2022.75,2022 Q4,Inflation,NA,0.632,0.497,0.464,NA,A,C,E
QC,2022.75,2022 Q4,Inflation,0.237,0.541,0.607,0.331,E,A,C,D
ON,2022.75,2022 Q4,Inflation,NA,0.578,0.639,0.563,NA,B,C,E
MB,2022.75,2022 Q4,Inflation,NA,0.6,0.582,0.319,NA,A,C,E
SK,2022.75,2022 Q4,Inflation,0.327,0.621,0.508,0.614,E,A,C,E
AB,2022.75,2022 Q4,Inflation,0.833,0.65,0.602,0.664,E,A,C,E
BC,2022.75,2022 Q4,Inflation,NA,0.578,0.678,0.78,NA,A,C,D
YT,2022.75,2022 Q4,Inflation,0.169,0.51,0.72,0.205,E,B,D,D
NT,2022.75,2022 Q4,Inflation,0.684,0.581,0.542,0.275,E,B,D,E
NU,2022.75,2022 Q4,Inflation,0.092,0.633,0.667,0.192,B,B,D,D
CA,2023,2023 Q1,Taux d'intérêt,0.077,0.424,0.122,0.122,B,A,A,B
NL,2023,2023 Q1,Taux d'intérêt,0.786,0.402,0.085,0.159,E,B,B,E
PE,2023,2023 Q1,Taux d'intérêt,0.207,0.415,0.109,0.115,D,B,B,C
NS,2023,2023 Q1,Taux d'intérêt,0,0.412,0.172,0.094,A,B,C,C
NB,2023,2023 Q1,Taux d'intérêt,NA,0.388,0.084,NA,NA,A,B,NA
QC,2023,2023 Q1,Taux d'intérêt,0.1,0.389,0.145,0.015,D,A,B,A
ON,2023,2023 Q1,Taux d'intérêt,0.013,0.434,0.112,0.215,A,A,C,E
MB,2023,2023 Q1,Taux d'intérêt,0.028,0.417,0.086,0.06,A,A,B,B
SK,2023,2023 Q1,Taux d'intérêt,NA,0.46,0.087,0.038,NA,B,B,A
AB,2023,2023 Q1,Taux d'intérêt,0.1,0.46,0.217,0.158,C,A,D,D
BC,2023,2023 Q1,Taux d'intérêt,0.05,0.419,0.085,0.121,B,B,B,D
YT,2023,2023 Q1,Taux d'intérêt,NA,0.385,0.122,0.026,NA,C,D,A
NT,2023,2023 Q1,Taux d'intérêt,NA,0.336,0.09,NA,NA,B,B,NA
NU,2023,2023 Q1,Taux d'intérêt,0,0.257,0.124,0.187,A,B,C,E
CA,2023,2023 Q1,Inflation,0.484,0.582,0.6,0.487,D,A,B,C
NL,2023,2023 Q1,Inflation,0.809,0.546,0.39,0.57,E,B,D,E
PE,2023,2023 Q1,Inflation,0.359,0.588,0.609,0.397,E,B,C,E
NS,2023,2023 Q1,Inflation,NA,0.605,0.649,0.708,NA,B,C,E
NB,2023,2023 Q1,Inflation,NA,0.574,0.503,NA,NA,A,D,NA
QC,2023,2023 Q1,Inflation,0.274,0.558,0.564,0.379,E,A,C,E
ON,2023,2023 Q1,Inflation,0.736,0.559,0.644,NA,E,B,C,NA
MB,2023,2023 Q1,Inflation,NA,0.599,0.537,NA,NA,A,C,NA
SK,2023,2023 Q1,Inflation,NA,0.63,0.519,0.127,NA,A,C,C
AB,2023,2023 Q1,Inflation,NA,0.668,0.647,NA,NA,A,D,NA
BC,2023,2023 Q1,Inflation,NA,0.584,0.59,0.749,NA,A,D,D
YT,2023,2023 Q1,Inflation,NA,0.539,0.38,NA,NA,C,E,NA
NT,2023,2023 Q1,Inflation,NA,0.486,0.541,NA,NA,C,E,NA
NU,2023,2023 Q1,Inflation,0.093,0.513,0.333,0.244,B,C,D,E
CA,2023.25,2023 Q2,Taux d'intérêt,0.157,0.406,0.11,0.196,C,A,A,D
NL,2023.25,2023 Q2,Taux d'intérêt,0.024,0.352,0.101,0.285,B,B,B,E
PE,2023.25,2023 Q2,Taux d'intérêt,0.026,0.411,0.15,0.093,A,B,C,C
NS,2023.25,2023 Q2,Taux d'intérêt,0.173,0.365,0.065,0.255,E,B,A,E
NB,2023.25,2023 Q2,Taux d'intérêt,0,0.392,0.092,0.109,A,B,C,C
QC,2023.25,2023 Q2,Taux d'intérêt,0.06,0.414,0.095,0.075,B,A,B,B
ON,2023.25,2023 Q2,Taux d'intérêt,0.152,0.411,0.155,NA,D,B,B,NA
MB,2023.25,2023 Q2,Taux d'intérêt,0.007,0.416,0.093,0.125,A,B,B,D
SK,2023.25,2023 Q2,Taux d'intérêt,NA,0.457,0.051,NA,NA,B,A,NA
AB,2023.25,2023 Q2,Taux d'intérêt,NA,0.468,0.071,0.119,NA,B,B,C
BC,2023.25,2023 Q2,Taux d'intérêt,NA,0.335,0.122,0.021,NA,A,B,A
YT,2023.25,2023 Q2,Taux d'intérêt,0,0.359,0.166,0.039,A,C,D,A
NT,2023.25,2023 Q2,Taux d'intérêt,0.144,0.286,0.079,0.117,E,B,C,E
NU,2023.25,2023 Q2,Taux d'intérêt,0,0.229,0.017,0,A,B,A,A
CA,2023.25,2023 Q2,Inflation,0.578,0.562,0.529,0.544,E,A,B,D
NL,2023.25,2023 Q2,Inflation,0.118,0.535,0.481,0.628,D,B,D,E
PE,2023.25,2023 Q2,Inflation,0.27,0.589,0.484,0.503,E,B,D,E
NS,2023.25,2023 Q2,Inflation,0.27,0.562,0.604,0.511,E,B,C,E
NB,2023.25,2023 Q2,Inflation,0.057,0.559,0.282,0.525,B,A,C,E
QC,2023.25,2023 Q2,Inflation,0.132,0.537,0.55,0.466,C,A,C,E
ON,2023.25,2023 Q2,Inflation,NA,0.564,0.547,NA,NA,B,D,NA
MB,2023.25,2023 Q2,Inflation,NA,0.59,0.494,0.53,NA,A,C,E
SK,2023.25,2023 Q2,Inflation,NA,0.596,0.65,NA,NA,B,C,NA
AB,2023.25,2023 Q2,Inflation,NA,0.649,0.465,0.501,NA,B,D,E
BC,2023.25,2023 Q2,Inflation,0.865,0.512,0.52,NA,D,B,D,NA
YT,2023.25,2023 Q2,Inflation,NA,0.495,0.603,0.257,NA,C,D,E
NT,2023.25,2023 Q2,Inflation,NA,0.471,0.317,0.287,NA,C,D,E
NU,2023.25,2023 Q2,Inflation,NA,0.54,0.373,0.354,NA,B,E,E
CA,2023.5,2023 Q3,Taux d'intérêt,0.169,0.446,0.164,0.088,E,A,B,A
NL,2023.5,2023 Q3,Taux d'intérêt,NA,0.353,0.133,NA,NA,B,C,NA
PE,2023.5,2023 Q3,Taux d'intérêt,0.273,0.364,0.146,0.045,E,B,B,A
NS,2023.5,2023 Q3,Taux d'intérêt,0,0.373,0.185,0.162,A,B,C,D
NB,2023.5,2023 Q3,Taux d'intérêt,0,0.426,0.122,0.232,A,B,B,E
QC,2023.5,2023 Q3,Taux d'intérêt,0.076,0.39,0.097,0.106,C,A,B,B
ON,2023.5,2023 Q3,Taux d'intérêt,NA,0.496,0.159,0.046,NA,B,B,B
MB,2023.5,2023 Q3,Taux d'intérêt,0.023,0.396,0.152,0.042,A,B,B,B
SK,2023.5,2023 Q3,Taux d'intérêt,NA,0.44,0.118,0.276,NA,B,B,E
AB,2023.5,2023 Q3,Taux d'intérêt,0.027,0.425,0.287,0.049,B,B,D,A
BC,2023.5,2023 Q3,Taux d'intérêt,0.051,0.451,0.171,0.045,C,B,D,B
YT,2023.5,2023 Q3,Taux d'intérêt,0,0.376,0.066,0,A,C,C,A
NT,2023.5,2023 Q3,Taux d'intérêt,0,0.26,0.098,NA,A,C,C,NA
NU,2023.5,2023 Q3,Taux d'intérêt,0,0.229,0.073,0.035,A,B,C,A
CA,2023.5,2023 Q3,Inflation,0.544,0.57,0.531,0.33,E,A,B,C
NL,2023.5,2023 Q3,Inflation,0.775,0.512,0.379,0.567,E,B,C,E
PE,2023.5,2023 Q3,Inflation,0.271,0.536,0.306,NA,D,B,D,NA
NS,2023.5,2023 Q3,Inflation,NA,0.484,0.542,0.249,NA,B,C,E
NB,2023.5,2023 Q3,Inflation,NA,0.552,0.309,0.712,NA,A,C,E
QC,2023.5,2023 Q3,Inflation,NA,0.53,0.406,0.318,NA,A,C,D
ON,2023.5,2023 Q3,Inflation,NA,0.571,0.604,0.254,NA,A,C,E
MB,2023.5,2023 Q3,Inflation,NA,0.517,0.411,NA,NA,B,C,NA
SK,2023.5,2023 Q3,Inflation,NA,0.561,0.478,0.494,NA,B,C,E
AB,2023.5,2023 Q3,Inflation,NA,0.589,0.581,NA,NA,B,D,NA
BC,2023.5,2023 Q3,Inflation,NA,0.635,0.584,0.159,NA,B,D,D
YT,2023.5,2023 Q3,Inflation,0,0.468,0.413,NA,A,C,E,NA
NT,2023.5,2023 Q3,Inflation,NA,0.46,0.4,NA,NA,C,D,NA
NU,2023.5,2023 Q3,Inflation,0.581,0.428,0.35,NA,E,C,D,NA
CA,2023.75,2023 Q4,Taux d'intérêt,0.324,0.447,0.16,0.09,E,A,A,A
NL,2023.75,2023 Q4,Taux d'intérêt,NA,0.37,0.214,0.048,NA,B,C,A
PE,2023.75,2023 Q4,Taux d'intérêt,0.339,0.425,0.106,0.197,E,B,B,E
NS,2023.75,2023 Q4,Taux d'intérêt,NA,0.43,0.138,0.141,NA,B,C,D
NB,2023.75,2023 Q4,Taux d'intérêt,0,0.474,0.086,0.024,A,A,B,A
QC,2023.75,2023 Q4,Taux d'intérêt,0.041,0.401,0.167,0.055,B,A,C,A
ON,2023.75,2023 Q4,Taux d'intérêt,NA,0.45,0.187,0.148,NA,A,C,C
MB,2023.75,2023 Q4,Taux d'intérêt,NA,0.445,0.118,0.177,NA,A,B,E
SK,2023.75,2023 Q4,Taux d'intérêt,0,0.506,0.201,0.209,A,B,B,E
AB,2023.75,2023 Q4,Taux d'intérêt,0.125,0.462,0.124,0.072,E,A,B,B
BC,2023.75,2023 Q4,Taux d'intérêt,NA,0.485,0.153,0.03,NA,B,C,A
YT,2023.75,2023 Q4,Taux d'intérêt,0,0.353,0.122,0,A,C,D,A
NT,2023.75,2023 Q4,Taux d'intérêt,NA,0.293,0.086,0.027,NA,C,B,A
NU,2023.75,2023 Q4,Taux d'intérêt,NA,0.339,0.181,0,NA,B,D,A
CA,2023.75,2023 Q4,Inflation,0.46,0.574,0.524,0.434,E,A,B,C
NL,2023.75,2023 Q4,Inflation,0.871,0.486,0.653,0.083,C,B,C,B
PE,2023.75,2023 Q4,Inflation,0.243,0.502,0.491,0.408,D,B,D,E
NS,2023.75,2023 Q4,Inflation,NA,0.562,0.551,0.741,NA,A,C,E
NB,2023.75,2023 Q4,Inflation,NA,0.555,0.493,0.193,NA,A,D,E
QC,2023.75,2023 Q4,Inflation,NA,0.521,0.467,0.22,NA,A,C,D
ON,2023.75,2023 Q4,Inflation,NA,0.571,0.503,0.464,NA,A,C,E
MB,2023.75,2023 Q4,Inflation,0.945,0.608,0.519,0.599,B,A,C,E
SK,2023.75,2023 Q4,Inflation,0.031,0.625,0.613,NA,B,B,C,NA
AB,2023.75,2023 Q4,Inflation,0.168,0.633,0.513,0.474,E,A,E,E
BC,2023.75,2023 Q4,Inflation,NA,0.598,0.653,0.723,NA,A,D,E
YT,2023.75,2023 Q4,Inflation,0.06,0.528,0.377,NA,B,C,E,NA
NT,2023.75,2023 Q4,Inflation,0.16,0.477,0.58,NA,D,C,D,NA
NU,2023.75,2023 Q4,Inflation,NA,0.527,0.411,0.384,NA,C,E,E
