Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
Marital status (original),Separated,2018,marstat_4/fv1fvol,0.018059261,30.44790027,0.009901773,0.032715162,24,Percentage of volunteers,Percentage of all voluneers,10,NL,É
Marital status (original),Divorced,2018,marstat_5/fv1fvol,0.049977495,14.65798117,0.037396977,0.066497797,75,Percentage of volunteers,Percentage of all voluneers,10,NL,
Marital status (original),"Single, never married",2018,marstat_6/fv1fvol,0.261515825,5.234571579,0.235525511,0.28928887,218,Percentage of volunteers,Percentage of all voluneers,10,NL,
Personal income category,"Less than $25,000",2018,incg2_1/fv1fvol,0.39369078,3.927749031,0.3637554,0.424446244,316,Percentage of volunteers,Percentage of all voluneers,10,NL,
Personal income category,"$25,000 to $49,999",2018,incg2_2/fv1fvol,0.288911262,5.113306955,0.260772567,0.318776918,336,Percentage of volunteers,Percentage of all voluneers,10,NL,
Personal income category,"$50,000 to $74,999",2018,incg2_3/fv1fvol,0.158886494,6.765129696,0.138887583,0.181159291,214,Percentage of volunteers,Percentage of all voluneers,10,NL,
Personal income category,"$75,000 to $99,999",2018,incg2_4/fv1fvol,0.088939697,8.891424109,0.074578582,0.105750226,134,Percentage of volunteers,Percentage of all voluneers,10,NL,
Personal income category,"$100,000 to $124,999",2018,incg2_5/fv1fvol,0.032445799,17.60143469,0.022918716,0.045747771,44,Percentage of volunteers,Percentage of all voluneers,10,NL,*
Personal income category,"$125,000 and more",2018,incg2_6/fv1fvol,0.037125968,15.81831285,0.027162637,0.050553966,55,Percentage of volunteers,Percentage of all voluneers,10,NL,
Age group,15 to 24 years,2018,agegr10_1/fv1fvol,0.143265572,2.37892E-06,0.143265565,0.143265578,38,Percentage of volunteers,Percentage of all voluneers,11,PE,
Age group,25 to 34 years,2018,agegr10_2/fv1fvol,0.139626785,5.49788E-07,0.139626784,0.139626787,79,Percentage of volunteers,Percentage of all voluneers,11,PE,
Age group,35 to 44 years,2018,agegr10_3/fv1fvol,0.143193947,1.50049E-06,0.143193943,0.143193952,98,Percentage of volunteers,Percentage of all voluneers,11,PE,
Age group,45 to 54 years,2018,agegr10_4/fv1fvol,0.168162061,8.98516E-07,0.168162058,0.168162064,105,Percentage of volunteers,Percentage of all voluneers,11,PE,
Age group,55 to 64 years,2018,agegr10_5/fv1fvol,0.178627858,3.49059E-06,0.178627845,0.17862787,171,Percentage of volunteers,Percentage of all voluneers,11,PE,
Age group,65 to 74 years,2018,agegr10_6/fv1fvol,0.145003106,3.07911E-06,0.145003098,0.145003115,153,Percentage of volunteers,Percentage of all voluneers,11,PE,
Age group,75 years and over,2018,agegr10_7/fv1fvol,0.08212067,3.39315E-06,0.082120665,0.082120675,96,Percentage of volunteers,Percentage of all voluneers,11,PE,
Education,Less than High School,2018,dh1ged_1/fv1fvol,0.092926111,15.01577083,0.06890321,0.124207242,68,Percentage of volunteers,Percentage of all voluneers,11,PE,
Education,Graduated from High school,2018,dh1ged_2/fv1fvol,0.282590888,7.704753959,0.24183398,0.327251812,155,Percentage of volunteers,Percentage of all voluneers,11,PE,
Education,Post-secondary diploma,2018,dh1ged_3/fv1fvol,0.350218179,6.517643785,0.306793775,0.39627536,236,Percentage of volunteers,Percentage of all voluneers,11,PE,
Education,University Diploma,2018,dh1ged_4/fv1fvol,0.274264822,6.821227166,0.239075235,0.312506765,197,Percentage of volunteers,Percentage of all voluneers,11,PE,
Family income category,"Less than $25,000",2018,famincg2_1/fv1fvol,0.110456066,13.44524866,0.084474086,0.143179637,84,Percentage of donors,Percentage of total donors,11,PE,
Family income category,"$25,000 to $49,999",2018,famincg2_2/fv1fvol,0.175387794,8.723026312,0.147323619,0.207497061,157,Percentage of donors,Percentage of total donors,11,PE,
Family income category,"$50,000 to $74,999",2018,famincg2_3/fv1fvol,0.142031514,10.72720624,0.114643007,0.174672298,127,Percentage of donors,Percentage of total donors,11,PE,
Family income category,"$75,000 to $99,999",2018,famincg2_4/fv1fvol,0.283199966,8.494736877,0.238398291,0.332742664,182,Percentage of donors,Percentage of total donors,11,PE,
Family income category,"$100,000 to $124,999",2018,famincg2_5/fv1fvol,0.079064278,15.43986636,0.058166307,0.106620495,58,Percentage of donors,Percentage of total donors,11,PE,
Family income category,"$125,000 and more",2018,famincg2_6/fv1fvol,0.209860382,8.394197195,0.17733727,0.246560471,132,Percentage of donors,Percentage of total donors,11,PE,
Frequency of religious attendance,At least once a week,2018,ree_02_1/fv1fvol,0.209864221,9.05731547,0.174947714,0.249640885,164,Percentage of volunteers,Percentage of all voluneers,11,PE,
Frequency of religious attendance,At least once a month,2018,ree_02_2/fv1fvol,0.098380195,15.10658313,0.072794084,0.131682256,65,Percentage of volunteers,Percentage of all voluneers,11,PE,
Frequency of religious attendance,At least 3 times a year,2018,ree_02_3/fv1fvol,0.098957097,14.74546871,0.073754949,0.131547804,67,Percentage of volunteers,Percentage of all voluneers,11,PE,
Frequency of religious attendance,Once or twice a year,2018,ree_02_4/fv1fvol,0.138738292,12.87108525,0.107223035,0.177673136,86,Percentage of volunteers,Percentage of all voluneers,11,PE,
Frequency of religious attendance,Not at all,2018,ree_02_5/fv1fvol,0.454060195,5.408544326,0.40638721,0.502590708,306,Percentage of volunteers,Percentage of all voluneers,11,PE,
Gender,Male gender,2018,gndr_1/fv1fvol,0.489639947,0.133039631,0.48836017,0.490919861,325,Percentage of volunteers,Percentage of all voluneers,11,PE,
Gender,Female gender,2018,gndr_2/fv1fvol,0.510360053,0.127640333,0.50908012,0.51163985,415,Percentage of volunteers,Percentage of all voluneers,11,PE,
Immigration status,Native-born,2018,dcit2_1/fv1fvol,0.837954464,2.184028712,0.79871526,0.870781776,645,Percentage of volunteers,Percentage of all voluneers,11,PE,
Immigration status,Naturalized,2018,dcit2_2/fv1fvol,0.034154599,29.23220741,0.019138163,0.06022993,19,Percentage of volunteers,Percentage of all voluneers,11,PE,É
Immigration status,Unknown,2018,dcit2_3/fv1fvol,0.101688222,14.99774456,0.07539504,0.135804068,67,Percentage of volunteers,Percentage of all voluneers,11,PE,
Immigration status,Non-Canadian,2018,dcit2_4/fv1fvol,0.026202714,38.68542807,0.012178235,0.055470879,9,Percentage of volunteers,Percentage of all voluneers,11,PE,É
Labour force status,Employed,2018,dlfs_1/fv1fvol,0.544410499,4.105263778,0.50026819,0.587865876,367,Percentage of volunteers,Percentage of all voluneers,11,PE,
Labour force status,Unemployed,2018,dlfs_2/fv1fvol,0.017211061,34.28037416,0.008747943,0.033584348,12,Percentage of volunteers,Percentage of all voluneers,11,PE,É
Labour force status,Not in labour force,2018,dlfs_3/fv1fvol,0.296854766,5.786792272,0.264246204,0.331673317,283,Percentage of volunteers,Percentage of all voluneers,11,PE,
Labour force status,Unable to determine,2018,dlfs_4/fv1fvol,0.141523673,13.05224282,0.108960106,0.181833145,78,Percentage of volunteers,Percentage of all voluneers,11,PE,
Marital status,Married/common-law,2018,marstat2_1/fv1fvol,0.578380008,3.129325981,0.542472966,0.61347693,426,Percentage of volunteers,Percentage of all voluneers,11,PE,
Marital status,Widowed,2018,marstat2_2/fv1fvol,0.080360764,13.53402831,0.061422065,0.104488874,85,Percentage of volunteers,Percentage of all voluneers,11,PE,
Marital status,Separated/divorced,2018,marstat2_3/fv1fvol,0.283320295,5.096339324,0.255828727,0.312525444,150,Percentage of volunteers,Percentage of all voluneers,11,PE,
Marital status,"Single, never married",2018,marstat2_4/fv1fvol,0.057938932,12.17637372,0.045536923,0.073458677,79,Percentage of volunteers,Percentage of all voluneers,11,PE,
Marital status (original),Married,2018,marstat_1/fv1fvol,0.500904745,3.862860061,0.462956766,0.538842304,371,Percentage of volunteers,Percentage of all voluneers,11,PE,
Marital status (original),Living common-law,2018,marstat_2/fv1fvol,0.077475263,16.03698592,0.05632207,0.105683353,55,Percentage of volunteers,Percentage of all voluneers,11,PE,
Marital status (original),Widowed,2018,marstat_3/fv1fvol,0.057938932,12.17637372,0.045536923,0.073458677,79,Percentage of volunteers,Percentage of all voluneers,11,PE,
Marital status (original),Separated,2018,marstat_4/fv1fvol,0.033366594,22.74693954,0.021277365,0.051959939,29,Percentage of volunteers,Percentage of all voluneers,11,PE,É
Marital status (original),Divorced,2018,marstat_5/fv1fvol,0.04699417,16.90056397,0.033633517,0.065303582,56,Percentage of volunteers,Percentage of all voluneers,11,PE,*
Marital status (original),"Single, never married",2018,marstat_6/fv1fvol,0.283320295,5.096339324,0.255828727,0.312525444,150,Percentage of volunteers,Percentage of all voluneers,11,PE,
Personal income category,"Less than $25,000",2018,incg2_1/fv1fvol,0.398919113,3.519985541,0.371677585,0.426801016,219,Percentage of volunteers,Percentage of all voluneers,11,PE,
Personal income category,"$25,000 to $49,999",2018,incg2_2/fv1fvol,0.325711746,4.769431047,0.295959117,0.356938987,268,Percentage of volunteers,Percentage of all voluneers,11,PE,
Personal income category,"$50,000 to $74,999",2018,incg2_3/fv1fvol,0.161880602,9.215355157,0.134664834,0.19336758,145,Percentage of volunteers,Percentage of all voluneers,11,PE,
Personal income category,"$75,000 to $99,999",2018,incg2_4/fv1fvol,0.083967422,12.03164457,0.066132177,0.106066361,83,Percentage of volunteers,Percentage of all voluneers,11,PE,
Personal income category,"$100,000 to $124,999",2018,incg2_5/fv1fvol,0.01977086,29.03541638,0.011145098,0.034837349,15,Percentage of volunteers,Percentage of all voluneers,11,PE,É
Personal income category,"$125,000 and more",2018,incg2_6/fv1fvol,0.009750258,38.83784853,0.004535692,0.020834401,10,Percentage of volunteers,Percentage of all voluneers,11,PE,É
Age group,15 to 24 years,2018,agegr10_1/fv1fvol,0.139665568,1.42335E-07,0.121941818,0.159497455,43,Percentage of volunteers,Percentage of all voluneers,12,NS,
Age group,25 to 34 years,2018,agegr10_2/fv1fvol,0.146416108,7.47063E-07,0.128636319,0.16618469,90,Percentage of volunteers,Percentage of all voluneers,12,NS,
Age group,35 to 44 years,2018,agegr10_3/fv1fvol,0.141134596,4.35691E-06,0.141134584,0.141134608,149,Percentage of volunteers,Percentage of all voluneers,12,NS,
Age group,45 to 54 years,2018,agegr10_4/fv1fvol,0.157667827,4.26908E-06,0.15766782,0.157667834,171,Percentage of volunteers,Percentage of all voluneers,12,NS,
Age group,55 to 64 years,2018,agegr10_5/fv1fvol,0.183426614,2.07741E-06,0.183426605,0.183426623,270,Percentage of volunteers,Percentage of all voluneers,12,NS,
Age group,65 to 74 years,2018,agegr10_6/fv1fvol,0.140922545,5.42403E-06,0.140922541,0.140922548,255,Percentage of volunteers,Percentage of all voluneers,12,NS,
Age group,75 years and over,2018,agegr10_7/fv1fvol,0.090766742,4.02751E-06,0.090766741,0.090766744,125,Percentage of volunteers,Percentage of all voluneers,12,NS,
Education,Less than High School,2018,dh1ged_1/fv1fvol,0.123769609,10.06584006,0.099891274,0.152389535,109,Percentage of volunteers,Percentage of all voluneers,12,NS,
Education,Graduated from High school,2018,dh1ged_2/fv1fvol,0.291255019,5.966913639,0.251818999,0.334108999,248,Percentage of volunteers,Percentage of all voluneers,12,NS,
Education,Post-secondary diploma,2018,dh1ged_3/fv1fvol,0.356131151,5.116767714,0.315947438,0.398448694,352,Percentage of volunteers,Percentage of all voluneers,12,NS,
Education,University Diploma,2018,dh1ged_4/fv1fvol,0.228844221,6.615336117,0.201480536,0.258720156,289,Percentage of volunteers,Percentage of all voluneers,12,NS,
Family income category,"Less than $25,000",2018,famincg2_1/fv1fvol,0.127858373,10.42003575,0.102169454,0.158863492,128,Percentage of donors,Percentage of total donors,12,NS,
Family income category,"$25,000 to $49,999",2018,famincg2_2/fv1fvol,0.193701432,6.926337551,0.167724818,0.222625055,229,Percentage of donors,Percentage of total donors,12,NS,
Family income category,"$50,000 to $74,999",2018,famincg2_3/fv1fvol,0.145562986,8.273196733,0.119905617,0.175615,176,Percentage of donors,Percentage of total donors,12,NS,
Family income category,"$75,000 to $99,999",2018,famincg2_4/fv1fvol,0.202467372,7.205570827,0.173091777,0.235409069,221,Percentage of donors,Percentage of total donors,12,NS,
Family income category,"$100,000 to $124,999",2018,famincg2_5/fv1fvol,0.094018121,10.7882152,0.073627822,0.119327876,104,Percentage of donors,Percentage of total donors,12,NS,
Family income category,"$125,000 and more",2018,famincg2_6/fv1fvol,0.236391716,6.7534086,0.204120387,0.272021301,245,Percentage of donors,Percentage of total donors,12,NS,
Frequency of religious attendance,At least once a week,2018,ree_02_1/fv1fvol,0.127788974,8.24544178,0.106274354,0.152913888,163,Percentage of volunteers,Percentage of all voluneers,12,NS,
Frequency of religious attendance,At least once a month,2018,ree_02_2/fv1fvol,0.064617961,13.33424766,0.048439656,0.085712925,81,Percentage of volunteers,Percentage of all voluneers,12,NS,
Frequency of religious attendance,At least 3 times a year,2018,ree_02_3/fv1fvol,0.075812535,12.28050181,0.057505346,0.099333672,84,Percentage of volunteers,Percentage of all voluneers,12,NS,
Frequency of religious attendance,Once or twice a year,2018,ree_02_4/fv1fvol,0.170301667,8.922682224,0.137664269,0.208803156,152,Percentage of volunteers,Percentage of all voluneers,12,NS,
Frequency of religious attendance,Not at all,2018,ree_02_5/fv1fvol,0.561478862,3.718255949,0.517023041,0.604969182,539,Percentage of volunteers,Percentage of all voluneers,12,NS,
Gender,Male gender,2018,gndr_1/fv1fvol,0.482182864,0.596575333,0.473476406,0.490900155,470,Percentage of volunteers,Percentage of all voluneers,12,NS,
Gender,Female gender,2018,gndr_2/fv1fvol,0.517817136,0.586330826,0.509099837,0.526523603,633,Percentage of volunteers,Percentage of all voluneers,12,NS,
Immigration status,Native-born,2018,dcit2_1/fv1fvol,0.860443145,1.495412202,0.83349761,0.883636797,940,Percentage of volunteers,Percentage of all voluneers,12,NS,
Immigration status,Naturalized,2018,dcit2_2/fv1fvol,0.060916765,35.11746646,0.045970245,0.080313813,65,Percentage of volunteers,Percentage of all voluneers,12,NS,É
Immigration status,Unknown,2018,dcit2_3/fv1fvol,0.068081704,13.49921907,0.05290619,0.087209313,88,Percentage of volunteers,Percentage of all voluneers,12,NS,
Immigration status,Non-Canadian,2018,dcit2_4/fv1fvol,0.010558386,45.30971801,0.004304329,0.025665171,10,Percentage of volunteers,Percentage of all voluneers,12,NS,É
Labour force status,Employed,2018,dlfs_1/fv1fvol,0.533668731,2.787843355,0.498714502,0.568295467,538,Percentage of volunteers,Percentage of all voluneers,12,NS,
Labour force status,Unemployed,2018,dlfs_2/fv1fvol,0.037945499,40.57934879,0.022837078,0.062410866,22,Percentage of volunteers,Percentage of all voluneers,12,NS,É
Labour force status,Not in labour force,2018,dlfs_3/fv1fvol,0.353875528,4.044498653,0.31943866,0.389897957,452,Percentage of volunteers,Percentage of all voluneers,12,NS,
Labour force status,Unable to determine,2018,dlfs_4/fv1fvol,0.074510241,12.14016017,0.056750205,0.097255231,91,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status,Married/common-law,2018,marstat2_1/fv1fvol,0.59691709,2.496167454,0.562371917,0.630526911,655,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status,Widowed,2018,marstat2_2/fv1fvol,0.076989744,9.321198965,0.062866717,0.09396738,143,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status,Separated/divorced,2018,marstat2_3/fv1fvol,0.272772213,5.333501894,0.243210682,0.304481232,194,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status,"Single, never married",2018,marstat2_4/fv1fvol,0.053320952,10.76280425,0.041599071,0.068111114,111,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status (original),Married,2018,marstat_1/fv1fvol,0.499497422,2.909283536,0.466060257,0.532939084,563,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status (original),Living common-law,2018,marstat_2/fv1fvol,0.097419668,11.01633155,0.075544584,0.124774077,92,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status (original),Widowed,2018,marstat_3/fv1fvol,0.053320952,10.76280425,0.041599071,0.068111114,111,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status (original),Separated,2018,marstat_4/fv1fvol,0.029970012,17.02537892,0.020160608,0.044336341,43,Percentage of volunteers,Percentage of all voluneers,12,NS,*
Marital status (original),Divorced,2018,marstat_5/fv1fvol,0.047019732,12.43715176,0.037304623,0.059109567,100,Percentage of volunteers,Percentage of all voluneers,12,NS,
Marital status (original),"Single, never married",2018,marstat_6/fv1fvol,0.272772213,5.333501894,0.243210682,0.304481232,194,Percentage of volunteers,Percentage of all voluneers,12,NS,
Personal income category,"Less than $25,000",2018,incg2_1/fv1fvol,0.410955153,2.786347765,0.384303376,0.438139957,331,Percentage of volunteers,Percentage of all voluneers,12,NS,
Personal income category,"$25,000 to $49,999",2018,incg2_2/fv1fvol,0.297562677,4.089058722,0.273114475,0.32322622,346,Percentage of volunteers,Percentage of all voluneers,12,NS,
Personal income category,"$50,000 to $74,999",2018,incg2_3/fv1fvol,0.158671387,6.582599964,0.138282914,0.181433017,217,Percentage of volunteers,Percentage of all voluneers,12,NS,
Personal income category,"$75,000 to $99,999",2018,incg2_4/fv1fvol,0.082335155,9.799777651,0.068662741,0.098442308,123,Percentage of volunteers,Percentage of all voluneers,12,NS,
Personal income category,"$100,000 to $124,999",2018,incg2_5/fv1fvol,0.022112491,19.88064649,0.015105201,0.032263969,34,Percentage of volunteers,Percentage of all voluneers,12,NS,*
Personal income category,"$125,000 and more",2018,incg2_6/fv1fvol,0.028363137,19.20201832,0.020066876,0.039949497,52,Percentage of volunteers,Percentage of all voluneers,12,NS,*
Age group,15 to 24 years,2018,agegr10_1/fv1fvol,0.129457072,6.835419009,0.129457071,0.129457072,54,Percentage of volunteers,Percentage of all voluneers,13,NB,
Age group,25 to 34 years,2018,agegr10_2/fv1fvol,0.134122862,6.520270632,0.13412286,0.134122864,92,Percentage of volunteers,Percentage of all voluneers,13,NB,
Age group,35 to 44 years,2018,agegr10_3/fv1fvol,0.145643317,4.21945E-06,0.145643305,0.14564333,163,Percentage of volunteers,Percentage of all voluneers,13,NB,
Age group,45 to 54 years,2018,agegr10_4/fv1fvol,0.166014559,2.18848E-06,0.166014545,0.166014573,181,Percentage of volunteers,Percentage of all voluneers,13,NB,
Age group,55 to 64 years,2018,agegr10_5/fv1fvol,0.186776545,2.58786E-06,0.186776537,0.186776552,249,Percentage of volunteers,Percentage of all voluneers,13,NB,
Age group,65 to 74 years,2018,agegr10_6/fv1fvol,0.144409158,1.18307E-06,0.144409142,0.144409173,228,Percentage of volunteers,Percentage of all voluneers,13,NB,
Age group,75 years and over,2018,agegr10_7/fv1fvol,0.093576487,8.12185E-07,0.09357648,0.093576494,139,Percentage of volunteers,Percentage of all voluneers,13,NB,
Education,Less than High School,2018,dh1ged_1/fv1fvol,0.136706932,10.75825471,0.111848454,0.166057269,117,Percentage of volunteers,Percentage of all voluneers,13,NB,
Education,Graduated from High school,2018,dh1ged_2/fv1fvol,0.302357805,7.201653008,0.268128781,0.338932869,283,Percentage of volunteers,Percentage of all voluneers,13,NB,
Education,Post-secondary diploma,2018,dh1ged_3/fv1fvol,0.355165673,5.907492055,0.320318215,0.391619854,354,Percentage of volunteers,Percentage of all voluneers,13,NB,
Education,University Diploma,2018,dh1ged_4/fv1fvol,0.205769589,6.367070431,0.180307905,0.233801229,245,Percentage of volunteers,Percentage of all voluneers,13,NB,
Family income category,"Less than $25,000",2018,famincg2_1/fv1fvol,0.1258863,11.24490549,0.102289607,0.153992641,142,Percentage of donors,Percentage of total donors,13,NB,
Family income category,"$25,000 to $49,999",2018,famincg2_2/fv1fvol,0.20183544,7.210623417,0.175757851,0.230699262,236,Percentage of donors,Percentage of total donors,13,NB,
Family income category,"$50,000 to $74,999",2018,famincg2_3/fv1fvol,0.136181423,9.719371835,0.115521123,0.159868836,180,Percentage of donors,Percentage of total donors,13,NB,
Family income category,"$75,000 to $99,999",2018,famincg2_4/fv1fvol,0.209827059,7.831456634,0.181661564,0.241073006,228,Percentage of donors,Percentage of total donors,13,NB,
Family income category,"$100,000 to $124,999",2018,famincg2_5/fv1fvol,0.099036146,12.29919368,0.079934493,0.122096702,108,Percentage of donors,Percentage of total donors,13,NB,
Family income category,"$125,000 and more",2018,famincg2_6/fv1fvol,0.227233632,7.3135455,0.198499328,0.258784445,212,Percentage of donors,Percentage of total donors,13,NB,
Frequency of religious attendance,At least once a week,2018,ree_02_1/fv1fvol,0.158209689,9.266009579,0.134230943,0.185553896,195,Percentage of volunteers,Percentage of all voluneers,13,NB,
Frequency of religious attendance,At least once a month,2018,ree_02_2/fv1fvol,0.070046918,14.53603647,0.053774443,0.090771171,81,Percentage of volunteers,Percentage of all voluneers,13,NB,
Frequency of religious attendance,At least 3 times a year,2018,ree_02_3/fv1fvol,0.079233493,13.92363662,0.062102923,0.100582631,85,Percentage of volunteers,Percentage of all voluneers,13,NB,
Frequency of religious attendance,Once or twice a year,2018,ree_02_4/fv1fvol,0.167652108,10.61388206,0.140278912,0.199129557,164,Percentage of volunteers,Percentage of all voluneers,13,NB,
Frequency of religious attendance,Not at all,2018,ree_02_5/fv1fvol,0.524857792,3.99630343,0.486444021,0.562979626,509,Percentage of volunteers,Percentage of all voluneers,13,NB,
