geoAbb,seriesDate,dateLabel,item2,GovAgency,Business,CommNPO,BusNPO,GovAgencyStat,BusinessStat,CommNPOStat,BusNPOStat
NB,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.038,0.023,0,A,A,A,A
NB,2021.25,2021 Q2,Statut des liquidités inconnu,0,0.176,0.123,0.075,NA,A,C,C
QC,2021.25,2021 Q2,A suffisamment de liquidités,0.779,0.792,0.857,0.958,E,A,C,B
QC,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.028,0.008,0.001,A,A,A,A
QC,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.008,0.003,0,A,A,A,A
QC,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.045,0.062,0.023,0.041,B,A,A,B
QC,2021.25,2021 Q2,Statut des liquidités inconnu,0.176,0.109,0.109,0,E,A,C,A
ON,2021.25,2021 Q2,A suffisamment de liquidités,0,0.714,0.769,0.9,NA,A,D,D
ON,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.027,0.095,0,A,A,C,A
ON,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.022,0.008,0,A,A,A,A
ON,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.052,0.02,0,A,A,A,A
ON,2021.25,2021 Q2,Statut des liquidités inconnu,0,0.186,0.108,0.1,NA,A,B,D
MB,2021.25,2021 Q2,A suffisamment de liquidités,0,0.754,0.874,0,NA,A,B,NA
MB,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.028,0.018,0,A,A,A,A
MB,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.015,0,0,A,A,A,A
MB,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.04,0.007,0,A,A,A,A
MB,2021.25,2021 Q2,Statut des liquidités inconnu,0,0.164,0.101,0,NA,A,B,NA
SK,2021.25,2021 Q2,A suffisamment de liquidités,0.731,0.742,0.825,0.824,E,A,B,E
SK,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0.029,0.022,0.005,0,A,A,A,A
SK,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.011,0,0,A,A,A,A
SK,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.04,0.047,0,A,A,B,A
SK,2021.25,2021 Q2,Statut des liquidités inconnu,0.241,0.185,0.123,0.176,E,A,B,E
AB,2021.25,2021 Q2,A suffisamment de liquidités,0,0.72,0.802,0,NA,A,D,NA
AB,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.017,0.023,0,NA,A,A,A
AB,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.01,0,0,NA,A,A,A
AB,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.051,0.014,0,A,A,A,A
AB,2021.25,2021 Q2,Statut des liquidités inconnu,0,0.201,0.161,0,NA,A,D,NA
BC,2021.25,2021 Q2,A suffisamment de liquidités,0,0.777,0.912,0.949,NA,A,B,C
BC,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.028,0,0,A,A,A,A
BC,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.026,0,0,A,A,A,A
BC,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.03,0.007,0.051,A,A,A,C
BC,2021.25,2021 Q2,Statut des liquidités inconnu,0,0.138,0.081,0,NA,A,B,A
YT,2021.25,2021 Q2,A suffisamment de liquidités,1,0.658,0.937,1,A,B,B,A
YT,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.053,0.054,0,A,B,B,A
YT,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.02,0,0,A,A,A,A
YT,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.057,0,0,A,A,A,A
YT,2021.25,2021 Q2,Statut des liquidités inconnu,0,0.212,0.009,0,A,B,A,A
NT,2021.25,2021 Q2,A suffisamment de liquidités,0.812,0.894,0.786,0.878,D,B,D,D
NT,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.004,0.107,0,A,A,C,A
NT,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NT,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.016,0,0.017,A,A,A,A
NT,2021.25,2021 Q2,Statut des liquidités inconnu,0.188,0.086,0.107,0.105,D,B,C,D
NU,2021.25,2021 Q2,A suffisamment de liquidités,0.728,0.781,0.736,0,E,B,D,NA
NU,2021.25,2021 Q2,Pourra avoir accès à suffisamment de liquidités,0,0.045,0,0,A,A,A,A
NU,2021.25,2021 Q2,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.008,0.031,0,A,A,B,A
NU,2021.25,2021 Q2,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.011,0.045,0,A,A,B,A
NU,2021.25,2021 Q2,Statut des liquidités inconnu,0.272,0.155,0.188,0,E,B,D,NA
CA,2021.5,2021 Q3,A suffisamment de liquidités,0.814,0.784,0.945,0.908,E,A,A,C
CA,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0.033,0.026,0.007,0.005,B,A,A,A
CA,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0.001,0.022,0.001,0,A,A,A,A
CA,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.032,0.008,0.038,A,A,A,B
CA,2021.5,2021 Q3,Statut des liquidités inconnu,0.153,0.136,0.039,0.048,E,A,A,B
NL,2021.5,2021 Q3,A suffisamment de liquidités,0.816,0.808,0.814,0.983,E,A,D,A
NL,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.031,0,0,A,A,A,A
NL,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0.043,0.013,0,0,B,A,A,A
NL,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.018,0.014,0,A,A,A,A
NL,2021.5,2021 Q3,Statut des liquidités inconnu,0.141,0.131,0.172,0.017,E,A,D,A
PE,2021.5,2021 Q3,A suffisamment de liquidités,1,0.822,0.928,0.953,A,A,C,B
PE,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.019,0,0,A,A,A,A
PE,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.016,0,0,A,A,A,A
PE,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.012,0,0.047,A,A,A,B
PE,2021.5,2021 Q3,Statut des liquidités inconnu,0,0.13,0.072,0,A,A,C,A
NS,2021.5,2021 Q3,A suffisamment de liquidités,0.994,0.786,0.926,1,A,A,C,A
NS,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.024,0.016,0,A,A,A,A
NS,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.013,0,0,A,A,A,A
NS,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.037,0.046,0,A,A,B,A
NS,2021.5,2021 Q3,Statut des liquidités inconnu,0.006,0.141,0.011,0,A,A,A,A
NB,2021.5,2021 Q3,A suffisamment de liquidités,0.927,0.832,0.868,1,C,A,B,A
NB,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.014,0.003,0,A,A,A,A
NB,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.012,0.016,0,A,A,A,A
NB,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.014,0.022,0,A,A,A,A
NB,2021.5,2021 Q3,Statut des liquidités inconnu,0.073,0.128,0.091,0,C,A,B,A
QC,2021.5,2021 Q3,A suffisamment de liquidités,0,0.846,0.982,0.811,NA,A,A,E
QC,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.03,0,0,A,A,A,A
QC,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.009,0,0,A,A,A,A
QC,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.019,0.006,0,A,A,A,A
QC,2021.5,2021 Q3,Statut des liquidités inconnu,0,0.096,0.012,0.189,NA,A,A,E
ON,2021.5,2021 Q3,A suffisamment de liquidités,0.921,0.769,0.941,0.984,C,A,B,A
ON,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0.056,0.026,0.01,0.016,C,A,A,A
ON,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.035,0,0,A,A,A,A
ON,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.029,0,0,A,A,A,A
ON,2021.5,2021 Q3,Statut des liquidités inconnu,0.023,0.14,0.049,0,A,A,B,A
MB,2021.5,2021 Q3,A suffisamment de liquidités,0.853,0.834,0.891,0.993,E,A,B,A
MB,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.008,0.002,0,A,A,A,A
MB,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.013,0.007,0,A,A,A,A
MB,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.022,0.002,0.007,A,A,A,A
MB,2021.5,2021 Q3,Statut des liquidités inconnu,0.147,0.122,0.097,0,E,A,B,A
SK,2021.5,2021 Q3,A suffisamment de liquidités,0.921,0.773,0.867,0.976,C,B,C,A
SK,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0.009,0.042,0,0,A,A,A,A
SK,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.013,0,0,A,A,A,A
SK,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.019,0.001,0.004,A,A,A,A
SK,2021.5,2021 Q3,Statut des liquidités inconnu,0.07,0.153,0.132,0.021,C,A,C,A
AB,2021.5,2021 Q3,A suffisamment de liquidités,0,0.724,0.955,0.928,NA,A,B,C
AB,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.029,0.011,0.002,NA,A,A,A
AB,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.02,0,0,A,A,A,A
AB,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.046,0.033,0,A,A,B,A
AB,2021.5,2021 Q3,Statut des liquidités inconnu,0,0.181,0.001,0.07,NA,A,A,C
BC,2021.5,2021 Q3,A suffisamment de liquidités,0.995,0.772,0.987,0,A,A,A,NA
BC,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0.005,0.021,0.013,0,A,A,A,A
BC,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.018,0,0,A,A,A,A
BC,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.051,0,0,A,A,A,NA
BC,2021.5,2021 Q3,Statut des liquidités inconnu,0,0.138,0,0,A,A,A,A
YT,2021.5,2021 Q3,A suffisamment de liquidités,1,0.84,0.882,1,A,B,D,A
YT,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.03,0,0,A,A,A,A
YT,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.005,0,0,A,A,A,A
YT,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.035,0,0,A,A,A,A
YT,2021.5,2021 Q3,Statut des liquidités inconnu,0,0.091,0.118,0,A,A,D,A
NT,2021.5,2021 Q3,A suffisamment de liquidités,1,0.893,0.763,0.969,A,B,E,B
NT,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0.011,0,0,A,A,A,A
NT,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.003,0.035,0,A,A,B,A
NT,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.01,0.14,0,A,A,E,A
NT,2021.5,2021 Q3,Statut des liquidités inconnu,0,0.084,0.062,0.031,A,B,C,B
NU,2021.5,2021 Q3,A suffisamment de liquidités,0,0.908,0.845,0,NA,B,D,NA
NU,2021.5,2021 Q3,Pourra avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NU,2021.5,2021 Q3,Ne pourra pas avoir accès à suffisamment de liquidités,0,0,0,0.115,A,A,A,D
NU,2021.5,2021 Q3,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NU,2021.5,2021 Q3,Statut des liquidités inconnu,0,0.092,0.155,0,NA,B,D,NA
CA,2021.75,2021 Q4,A suffisamment de liquidités,0,0.771,0.876,0.918,NA,A,B,B
CA,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.032,0.017,0,NA,A,A,A
CA,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.006,0.023,0.009,0.001,A,A,A,A
CA,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.001,0.032,0.021,0.001,A,A,A,A
CA,2021.75,2021 Q4,Statut des liquidités inconnu,0.115,0.142,0.078,0.079,B,A,B,B
NL,2021.75,2021 Q4,A suffisamment de liquidités,0.958,0.797,0.846,0.852,B,A,C,C
NL,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.007,0.018,0,A,A,A,A
NL,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.01,0.026,0,A,A,B,A
NL,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.049,0.048,0.066,A,A,B,B
NL,2021.75,2021 Q4,Statut des liquidités inconnu,0.042,0.137,0.062,0.082,B,A,B,C
PE,2021.75,2021 Q4,A suffisamment de liquidités,0.82,0.793,0.905,0.973,E,B,B,A
PE,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0.041,0.023,0.014,0,B,A,A,A
PE,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.009,0.019,0,A,A,A,A
PE,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.046,0.017,0,A,A,A,A
PE,2021.75,2021 Q4,Statut des liquidités inconnu,0.139,0.13,0.045,0.027,E,A,B,A
NS,2021.75,2021 Q4,A suffisamment de liquidités,0.84,0.804,0.884,0.969,D,A,C,B
NS,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.025,0.002,0,A,A,A,A
NS,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.044,0.029,0,0,B,A,A,A
NS,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.024,0,0.031,A,A,A,B
NS,2021.75,2021 Q4,Statut des liquidités inconnu,0.116,0.118,0.114,0,C,A,C,A
NB,2021.75,2021 Q4,A suffisamment de liquidités,0.965,0.761,0.939,0.945,B,A,B,C
NB,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.034,0,0,A,A,A,A
NB,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.029,0.008,0.024,0.055,B,A,A,C
NB,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.038,0.003,0,A,A,A,A
NB,2021.75,2021 Q4,Statut des liquidités inconnu,0.006,0.159,0.034,0,A,A,A,A
QC,2021.75,2021 Q4,A suffisamment de liquidités,0,0.795,0.948,1,NA,A,A,A
QC,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.038,0.002,0,NA,A,A,A
QC,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.019,0.01,0,A,A,A,A
QC,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.045,0.013,0,A,A,A,A
QC,2021.75,2021 Q4,Statut des liquidités inconnu,0.032,0.102,0.027,0,B,A,A,A
ON,2021.75,2021 Q4,A suffisamment de liquidités,0.919,0.763,0.816,0.983,B,A,D,A
ON,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0.007,0.029,0.026,0,A,A,B,A
ON,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.018,0.001,0,A,A,A,A
ON,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.004,0.026,0.044,0,A,A,B,A
ON,2021.75,2021 Q4,Statut des liquidités inconnu,0.071,0.164,0.112,0.017,B,A,C,A
MB,2021.75,2021 Q4,A suffisamment de liquidités,0,0.775,0.898,0.817,NA,A,C,E
MB,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.017,0.011,0,A,A,A,A
MB,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.051,0.027,0,0,C,A,A,A
MB,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.025,0.003,0,A,A,A,A
MB,2021.75,2021 Q4,Statut des liquidités inconnu,0,0.155,0.088,0.183,NA,A,C,E
SK,2021.75,2021 Q4,A suffisamment de liquidités,0,0.803,0.771,0.974,NA,A,C,A
SK,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.015,0.053,0,A,A,B,A
SK,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.021,0.051,0.004,A,A,B,A
SK,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.024,0.001,0,A,A,A,A
SK,2021.75,2021 Q4,Statut des liquidités inconnu,0,0.137,0.124,0.022,NA,A,C,A
AB,2021.75,2021 Q4,A suffisamment de liquidités,0,0.76,0.966,0,NA,A,A,NA
AB,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.032,0.001,0,A,A,A,A
AB,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.028,0.02,0,A,A,A,A
AB,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.037,0,0,A,A,A,A
AB,2021.75,2021 Q4,Statut des liquidités inconnu,0,0.143,0.014,0,NA,A,A,NA
BC,2021.75,2021 Q4,A suffisamment de liquidités,0,0.755,0.847,0.915,NA,B,D,D
BC,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.039,0.029,0,A,A,B,A
BC,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.035,0,0,A,A,A,A
BC,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.027,0.001,0,A,A,A,A
BC,2021.75,2021 Q4,Statut des liquidités inconnu,0,0.144,0.123,0.085,NA,A,D,D
YT,2021.75,2021 Q4,A suffisamment de liquidités,0,0.822,0.93,1,NA,B,C,A
YT,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.028,0,0,A,A,A,A
YT,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.011,0,0,A,A,A,A
YT,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.019,0,0,A,A,A,A
YT,2021.75,2021 Q4,Statut des liquidités inconnu,0,0.12,0.07,0,NA,B,C,A
NT,2021.75,2021 Q4,A suffisamment de liquidités,0,0.775,0.885,0.743,NA,B,B,E
NT,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.055,0.072,0.039,A,B,B,A
NT,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0.072,0.022,0,0.076,C,A,A,C
NT,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.046,0,0,A,B,A,A
NT,2021.75,2021 Q4,Statut des liquidités inconnu,0,0.101,0.043,0.142,NA,B,A,E
NU,2021.75,2021 Q4,A suffisamment de liquidités,0.938,0.833,1,1,B,C,A,A
NU,2021.75,2021 Q4,Pourra avoir accès à suffisamment de liquidités,0,0.018,0,0,A,A,A,A
NU,2021.75,2021 Q4,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.043,0,0,A,B,A,A
NU,2021.75,2021 Q4,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0,0,0,A,A,A,A
NU,2021.75,2021 Q4,Statut des liquidités inconnu,0.062,0.107,0,0,B,B,A,A
CA,2022,2022 Q1,A suffisamment de liquidités,0.642,0.758,0.89,0.914,D,A,A,B
CA,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0.002,0.027,0.019,0,A,A,A,A
CA,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0.227,0.023,0.008,0.008,E,A,A,A
CA,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.007,0.058,0.013,0.051,A,A,A,B
CA,2022,2022 Q1,Statut des liquidités inconnu,0.122,0.133,0.071,0.027,B,A,A,A
NL,2022,2022 Q1,A suffisamment de liquidités,0.852,0.744,0.899,0.972,D,A,B,A
NL,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.012,0,0,A,A,A,A
NL,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.011,0.013,0,A,A,A,A
NL,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.067,0.041,0.028,0,C,A,A,A
NL,2022,2022 Q1,Statut des liquidités inconnu,0.082,0.192,0.06,0.028,C,A,A,A
PE,2022,2022 Q1,A suffisamment de liquidités,1,0.818,0.957,0.893,A,A,A,C
PE,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.008,0,0,A,A,A,A
PE,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.021,0,0.013,A,A,A,A
PE,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.024,0,0,A,A,A,A
PE,2022,2022 Q1,Statut des liquidités inconnu,0,0.129,0.043,0.094,A,A,A,C
NS,2022,2022 Q1,A suffisamment de liquidités,0.995,0.765,0.874,0.956,A,A,C,B
NS,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.021,0,0,A,A,A,A
NS,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0.005,0.01,0,0,A,A,A,A
NS,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.046,0.003,0,A,A,A,A
NS,2022,2022 Q1,Statut des liquidités inconnu,0,0.158,0.123,0.044,A,A,C,B
NB,2022,2022 Q1,A suffisamment de liquidités,0,0.752,0.802,0,NA,A,C,NA
NB,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.034,0.02,0,A,A,A,A
NB,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0.011,0.014,0,0.027,A,A,A,B
NB,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.048,0.091,0.029,A,A,B,B
NB,2022,2022 Q1,Statut des liquidités inconnu,0,0.152,0.087,0,NA,A,B,NA
QC,2022,2022 Q1,A suffisamment de liquidités,0,0.789,0.945,0.958,NA,A,A,B
QC,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0.005,0.038,0.003,0,A,A,A,A
QC,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.02,0.015,0,NA,A,A,A
QC,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0,0.052,0.023,0.038,A,A,A,B
QC,2022,2022 Q1,Statut des liquidités inconnu,0.117,0.101,0.013,0.004,C,A,A,A
ON,2022,2022 Q1,A suffisamment de liquidités,0,0.743,0.874,0.839,NA,A,C,E
ON,2022,2022 Q1,Pourra avoir accès à suffisamment de liquidités,0,0.024,0.004,0,A,A,A,A
ON,2022,2022 Q1,Ne pourra pas avoir accès à suffisamment de liquidités,0,0.029,0,0,NA,A,A,A
ON,2022,2022 Q1,Incertain s'il (si elle) pourra avoir accès à suffisamment de liquidités,0.013,0.066,0.009,0.112,A,A,A,E
ON,2022,2022 Q1,Statut des liquidités inconnu,0.052,0.139,0.113,0.049,B,A,C,B
