,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
77,77,Gender,Hommes,2018,gndr_1/fg1fgiv,0.467056268807127,2.81166822717367,0.441317879247143,0.492794658367111,1003,Percentage of donors,Percentage of total donors,47,SK,
78,78,Gender,Hommes,2018,gndr_1/fg1fgiv,0.46123878005988,2.8491528788642,0.435482113311565,0.4869954468081951,1412,Percentage of donors,Percentage of total donors,48,AB,
79,79,Gender,Hommes,2018,gndr_1/fg1fgiv,0.444543895136484,2.80832489610677,0.42007524047478495,0.469012549798182,2177,Percentage of donors,Percentage of total donors,59,BC,
80,80,Gender,Femmes,2018,gndr_2/fg1fgiv,0.531717533190971,2.0185258876705103,0.510681521868503,0.5527535445134399,1099,Percentage of donors,Percentage of total donors,10,NL,
81,81,Gender,Femmes,2018,gndr_2/fg1fgiv,0.5317992500776421,2.52308188845136,0.505500981422586,0.558097518732697,740,Percentage of donors,Percentage of total donors,11,PE,
82,82,Gender,Femmes,2018,gndr_2/fg1fgiv,0.567226389897951,2.49021250831268,0.539541619298544,0.594911160497357,1103,Percentage of donors,Percentage of total donors,12,NS,
83,83,Gender,Femmes,2018,gndr_2/fg1fgiv,0.511292174686971,2.43069990316302,0.486933784632137,0.5356505647418061,1106,Percentage of donors,Percentage of total donors,13,NB,
84,84,Gender,Femmes,2018,gndr_2/fg1fgiv,0.5316276470559529,2.0558774049838897,0.510205999849017,0.553049294262888,2013,Percentage of donors,Percentage of total donors,24,QC,
85,85,Gender,Femmes,2018,gndr_2/fg1fgiv,0.5330225331377899,1.51024880582403,0.5172448888357211,0.54880017743986,4346,Percentage of donors,Percentage of total donors,35,ON,
86,86,Gender,Femmes,2018,gndr_2/fg1fgiv,0.532095778311949,2.69960890026682,0.503941865877266,0.5602496907466321,1150,Percentage of donors,Percentage of total donors,46,MB,
87,87,Gender,Femmes,2018,gndr_2/fg1fgiv,0.532943731192873,2.46406364208087,0.50720534163289,0.5586821207528571,1003,Percentage of donors,Percentage of total donors,47,SK,
88,88,Gender,Femmes,2018,gndr_2/fg1fgiv,0.5387612199401199,2.43918780605159,0.5130045531918049,0.564517886688435,1412,Percentage of donors,Percentage of total donors,48,AB,
89,89,Gender,Femmes,2018,gndr_2/fg1fgiv,0.555456104863516,2.24756497802976,0.5309874502018179,0.5799247595252149,2177,Percentage of donors,Percentage of total donors,59,BC,
90,90,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.5717567636774521,3.38299455956545,0.5338461598965479,0.6096673674583549,1099,Percentage of donors,Percentage of total donors,10,NL,
91,91,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.542958859642597,4.2376649292916,0.4978624850502,0.5880552342349941,740,Percentage of donors,Percentage of total donors,11,PE,
92,92,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.564791061759324,3.7080435115102297,0.52374412731469,0.6058379962039581,1103,Percentage of donors,Percentage of total donors,12,NS,
93,93,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.569797672311023,3.473384437818,0.531007508295371,0.608587836326676,1106,Percentage of donors,Percentage of total donors,13,NB,
94,94,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.411863159167775,3.8677472640434,0.38064127378997104,0.4430850445455779,2013,Percentage of donors,Percentage of total donors,24,QC,
95,95,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.5732468094417049,1.84722225973576,0.5524924711867729,0.594001147696636,4346,Percentage of donors,Percentage of total donors,35,ON,
96,96,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.535233507178023,4.180412806923471,0.491379371664071,0.579087642691975,1150,Percentage of donors,Percentage of total donors,46,MB,
97,97,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.586316508977399,3.56895662501041,0.5453035141089221,0.627329503845876,1003,Percentage of donors,Percentage of total donors,47,SK,
98,98,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.614495395836614,2.8589263019382,0.5800628063834389,0.64892798528979,1412,Percentage of donors,Percentage of total donors,48,AB,
99,99,Marital status (original),Marié.e,2018,marstat_1/fg1fgiv,0.565084913071253,3.05456722710606,0.531254173552863,0.598915652589643,2177,Percentage of donors,Percentage of total donors,59,BC,
100,100,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.0926541509132572,13.0141092681727,0.069020684806679,0.116287617019836,1099,Percentage of donors,Percentage of total donors,10,NL,
101,101,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.0773213495260847,18.4432900508798,0.0493710856300536,0.105271613422116,740,Percentage of donors,Percentage of total donors,11,PE,*
102,102,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.0765195987710474,14.625074807520699,0.0545855466389552,0.0984536509031397,1103,Percentage of donors,Percentage of total donors,12,NS,
103,103,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.119099091060941,12.822702913903301,0.0891670647440443,0.149031117377838,1106,Percentage of donors,Percentage of total donors,13,NB,
104,104,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.245864991303832,6.1134532856693315,0.216405083523716,0.275324899083948,2013,Percentage of donors,Percentage of total donors,24,QC,
105,105,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.0681662393379392,8.467888644773529,0.056852854396548,0.0794796242793303,4346,Percentage of donors,Percentage of total donors,35,ON,
106,106,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.0744039313844776,15.5447369648353,0.0517351929021024,0.0970726698668529,1150,Percentage of donors,Percentage of total donors,46,MB,
107,107,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.0849266258640269,15.5625078493399,0.0590223447501313,0.110830906977923,1003,Percentage of donors,Percentage of total donors,47,SK,
108,108,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.0789451293713196,14.116202713506999,0.057103183920356,0.100787074822283,1412,Percentage of donors,Percentage of total donors,48,AB,
109,109,Marital status (original),Union de fait,2018,marstat_2/fg1fgiv,0.0971398224297464,10.994788854240902,0.0762067830820359,0.11807286177745695,2177,Percentage of donors,Percentage of total donors,59,BC,
110,110,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0685442839548013,13.8280445321169,0.0499670904667622,0.0871214774428404,1099,Percentage of donors,Percentage of total donors,10,NL,
111,111,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0576894258863445,12.8902853054766,0.0431144837970781,0.0722643679756109,740,Percentage of donors,Percentage of total donors,11,PE,
112,112,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0589375104533147,12.522390287215199,0.0444722214955947,0.0734027994110347,1103,Percentage of donors,Percentage of total donors,12,NS,
113,113,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0636035445573503,12.1031880322454,0.0485156308842189,0.0786914582304817,1106,Percentage of donors,Percentage of total donors,13,NB,
114,114,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0615878027364719,9.120354181466213,0.0505786345816255,0.0725969708913183,2013,Percentage of donors,Percentage of total donors,24,QC,
115,115,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0458488792440798,7.55516682954942,0.0390596437400848,0.0526381147480748,4346,Percentage of donors,Percentage of total donors,35,ON,
116,116,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0482588434813742,11.676150579881199,0.0372148869637268,0.0593027999990215,1150,Percentage of donors,Percentage of total donors,46,MB,
117,117,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0559541959602836,11.885357118661,0.0429197376909143,0.068988654229653,1003,Percentage of donors,Percentage of total donors,47,SK,
118,118,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0364513578921817,14.143598195267,0.0263466977209971,0.0465560180633662,1412,Percentage of donors,Percentage of total donors,48,AB,
119,119,Marital status (original),Veuf.ve,2018,marstat_3/fg1fgiv,0.0481756192154995,10.3038491488297,0.0384464694584543,0.0579047689725447,2177,Percentage of donors,Percentage of total donors,59,BC,
120,120,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.014402482602948,33.9800741408833,0.004810469299127471,0.0239944959067685,1099,Percentage of donors,Percentage of total donors,10,NL,...
121,121,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.032745519808360005,26.209678878618497,0.0159241375566312,0.0495669020600888,740,Percentage of donors,Percentage of total donors,11,PE,*
122,122,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.0281956651187089,23.766818807766494,0.0150615296907643,0.0413298005466535,1103,Percentage of donors,Percentage of total donors,12,NS,*
123,123,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.0312161199805696,22.5478704348006,0.0174207757134541,0.0450114642476852,1106,Percentage of donors,Percentage of total donors,13,NB,*
124,124,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.025419190727094,17.5653566577632,0.0166680073740636,0.0341703740801244,2013,Percentage of donors,Percentage of total donors,24,QC,*
125,125,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.0283133682223201,11.435649194147901,0.0219673626024996,0.0346593738421406,4346,Percentage of donors,Percentage of total donors,35,ON,
126,126,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.0466526324137374,26.8188167283213,0.0221301824152747,0.0711750824122001,1150,Percentage of donors,Percentage of total donors,46,MB,*
127,127,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.0178787497516137,28.476333399249892,0.00790015683567084,0.0278573426675566,1003,Percentage of donors,Percentage of total donors,47,SK,*
128,128,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.0150842248284039,22.6917584861946,0.00837551140440362,0.0217929382524042,1412,Percentage of donors,Percentage of total donors,48,AB,*
129,129,Marital status (original),Séparé.e,2018,marstat_4/fg1fgiv,0.0205147315996185,22.540227829424,0.0114517263448753,0.0295777368543618,2177,Percentage of donors,Percentage of total donors,59,BC,*
130,130,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.0406079420150093,16.4821468685418,0.0274897842079828,0.0537260998220357,1099,Percentage of donors,Percentage of total donors,10,NL,
131,131,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.0455994441350369,18.9624156622262,0.0286521135242976,0.0625467747457761,740,Percentage of donors,Percentage of total donors,11,PE,*
132,132,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.0515449292135559,13.283971369762199,0.0381246370860903,0.0649652213410215,1103,Percentage of donors,Percentage of total donors,12,NS,
133,133,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.0483335127519865,14.2004666659255,0.0348811345881737,0.0617858909157994,1106,Percentage of donors,Percentage of total donors,13,NB,
134,134,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.0510271596493353,10.909230438330601,0.0401166860882609,0.0619376332104098,2013,Percentage of donors,Percentage of total donors,24,QC,
135,135,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.051710718869150005,8.182640010117659,0.0434175193968919,0.0600039183414082,4346,Percentage of donors,Percentage of total donors,35,ON,
136,136,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.0560054150162229,16.3422348592418,0.0380667731955784,0.0739440568368675,1150,Percentage of donors,Percentage of total donors,46,MB,
137,137,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.0405089254997323,17.5512998122794,0.0265738893522226,0.054443961647242,1003,Percentage of donors,Percentage of total donors,47,SK,*
138,138,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.0473300382525254,14.1142210671984,0.0342369570342903,0.0604231194707606,1412,Percentage of donors,Percentage of total donors,48,AB,
139,139,Marital status (original),divorcé.e,2018,marstat_5/fg1fgiv,0.062614400636317,10.3489567159894,0.0499139570633723,0.0753148442092617,2177,Percentage of donors,Percentage of total donors,59,BC,
140,140,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.21203437683653306,8.17419452709246,0.178064080303398,0.24600467336966805,1099,Percentage of donors,Percentage of total donors,10,NL,
141,141,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.243685401001577,8.00661136823589,0.20544465537929,0.281926146623864,740,Percentage of donors,Percentage of total donors,11,PE,
142,142,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.22001123468404896,9.00581857234963,0.181176875524138,0.25884559384396,1103,Percentage of donors,Percentage of total donors,12,NS,
143,143,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.167950059338129,10.35829596717,0.133853028012963,0.202047090663295,1106,Percentage of donors,Percentage of total donors,13,NB,
144,144,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.204237696415492,7.13648361089052,0.175670457480231,0.23280493535075306,2013,Percentage of donors,Percentage of total donors,24,QC,
145,145,Marital status (original),"Célibataire, jamais marié.e",2018,marstat_6/fg1fgiv,0.232713984884806,4.51480442544567,0.21212146395927206,0.25330650581034103,4346,Percentage of donors,Percentage of total donors,35,ON,
