,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
37,37,Statut d'immigration,Naturalisé.e,2013,fg1fgiv,0.83364899,1.555832702,0.808227897,0.859070083,1589,Donor flag,Donation rate,CA,,
38,38,Statut d'immigration,Non canadien.ne,2013,fg1fgiv,0.754114133,3.2764343,0.705687236,0.802541029,504,Donor flag,Donation rate,CA,,
39,39,Statut d'immigration,Unknown,2013,fg1fgiv,0.791227916,2.57505704,0.751294492,0.83116134,938,Donor flag,Donation rate,CA,,
40,40,Immigration status (dcit2),Né.e au Canada,2013,fg1fgiv,0.828419001,0.654288001,0.817795514,0.839042489,11729,Donor flag,Donation rate,CA,,
41,41,Immigration status (dcit2),Naturalisé.e,2013,fg1fgiv,0.83137523,1.416983033,0.80828598,0.85446448,1884,Donor flag,Donation rate,CA,,
42,42,Immigration status (dcit2),Non canadien.ne,2013,fg1fgiv,0.733033441,4.9447805,0.661990833,0.804076049,265,Donor flag,Donation rate,CA,,
43,43,Immigration status (dcit2),Unknown,2013,fg1fgiv,0.783307889,2.777178017,0.740671118,0.825944661,836,Donor flag,Donation rate,CA,,
44,44,Groupe d'âge,15 à 24 ans,2013,fg1fgiv,0.664973712,3.056973206,0.625131431,0.704815994,816,Donor flag,Donation rate,CA (without QC),,
45,45,Groupe d'âge,25 à 34 ans,2013,fg1fgiv,0.814600067,1.878267215,0.784611901,0.844588233,1424,Donor flag,Donation rate,CA (without QC),,
46,46,Groupe d'âge,35 à 44 ans,2013,fg1fgiv,0.858975435,1.352340179,0.836207965,0.881742906,1844,Donor flag,Donation rate,CA (without QC),,
47,47,Groupe d'âge,45 à 54 ans,2013,fg1fgiv,0.867342223,1.304828303,0.84516067,0.889523776,2155,Donor flag,Donation rate,CA (without QC),,
48,48,Groupe d'âge,55 à 64 ans,2013,fg1fgiv,0.877297625,1.07082305,0.858885126,0.895710125,2555,Donor flag,Donation rate,CA (without QC),,
49,49,Groupe d'âge,65 à 74 ans,2013,fg1fgiv,0.885564099,1.268192208,0.86355242,0.907575778,1949,Donor flag,Donation rate,CA (without QC),,
50,50,Groupe d'âge,75 ans et plus,2013,fg1fgiv,0.864507031,1.641172677,0.836698958,0.892315104,1336,Donor flag,Donation rate,CA (without QC),,
51,51,Genre,Male,2013,fg1fgiv,0.802288418,1.136209167,0.784422024,0.820154812,5264,Donor flag,Donation rate,CA (without QC),,
52,52,Genre,Female,2013,fg1fgiv,0.853285589,0.850400941,0.839063407,0.867507771,6815,Donor flag,Donation rate,CA (without QC),,
53,53,Éducation,Sans diplôme d'études secondaires,2013,fg1fgiv,0.674989534,2.96743959,0.635731638,0.71424743,1566,Donor flag,Donation rate,CA (without QC),,
54,54,Éducation,Diplôme d'études secondaires,2013,fg1fgiv,0.798883122,1.538974851,0.774786128,0.822980115,3154,Donor flag,Donation rate,CA (without QC),,
55,55,Éducation,Diplôme post-secondaire,2013,fg1fgiv,0.882348537,1.017744401,0.864747957,0.899949117,3587,Donor flag,Donation rate,CA (without QC),,
56,56,Éducation,Diplôme universtaire,2013,fg1fgiv,0.887390241,1.098163039,0.868290409,0.906490074,3041,Donor flag,Donation rate,CA (without QC),,
57,57,Éducation,Non indiqué,2013,fg1fgiv,0.77378487,3.185815586,0.725469094,0.822100645,731,Donor flag,Donation rate,CA (without QC),,
58,58,État civil,Marié.e/union de fait,2013,fg1fgiv,0.882738162,0.623864374,0.871944466,0.893531858,6945,Donor flag,Donation rate,CA (without QC),,
59,59,État civil,Veuf.ve,2013,fg1fgiv,0.852809596,1.987970346,0.819581147,0.886038045,1214,Donor flag,Donation rate,CA (without QC),,
60,60,État civil,Séparé.e/divorcé.e,2013,fg1fgiv,0.823506268,2.05134674,0.790396658,0.856615879,1380,Donor flag,Donation rate,CA (without QC),,
61,61,État civil,"Célibataire, jamais marié.e",2013,fg1fgiv,0.701742008,2.146467478,0.672219729,0.731264287,2535,Donor flag,Donation rate,CA (without QC),,
62,62,Situation d'activité,Employé.e,2013,fg1fgiv,0.86430579,0.825848379,0.85031585,0.878295729,6470,Donor flag,Donation rate,CA (without QC),,
63,63,Situation d'activité,Au chômage,2013,fg1fgiv,0.759652378,4.451159734,0.693379448,0.825925308,397,Donor flag,Donation rate,CA (without QC),,
64,64,Situation d'activité,Pas dans la population active,2013,fg1fgiv,0.781673882,1.364777893,0.760764766,0.802582998,4533,Donor flag,Donation rate,CA (without QC),,
65,65,Situation d'activité,Unable to determine,2013,fg1fgiv,0.763589606,3.394165707,0.712792246,0.814386966,679,Donor flag,Donation rate,CA (without QC),,
66,66,Catégorie de revenu personnel,Moins de 20 000 $,2013,fg1fgiv,0.685456656,3.746217896,0.635127329,0.735785983,983,Donor flag,Donation rate,CA (without QC),,
67,67,Catégorie de revenu personnel,20 000 $ à 39 999 $,2013,fg1fgiv,0.783594312,2.020054217,0.752569983,0.814618641,2009,Donor flag,Donation rate,CA (without QC),,
68,68,Catégorie de revenu personnel,40 000 $ à 59 999 $,2013,fg1fgiv,0.806864578,1.856685933,0.777502473,0.836226683,2030,Donor flag,Donation rate,CA (without QC),,
69,69,Catégorie de revenu personnel,60 000 $ à 79 999 $,2013,fg1fgiv,0.828115444,1.913907657,0.79705126,0.859179629,1666,Donor flag,Donation rate,CA (without QC),,
70,70,Catégorie de revenu personnel,80 000 $ à 99 999 $,2013,fg1fgiv,0.832441947,2.077709764,0.798542944,0.86634095,1452,Donor flag,Donation rate,CA (without QC),,
71,71,Catégorie de revenu personnel,100 000 $ à 119 999 $,2013,fg1fgiv,0.854278677,1.998084865,0.820823634,0.88773372,1089,Donor flag,Donation rate,CA (without QC),,
72,72,Catégorie de revenu personnel,$120 000 à 139 999 $,2013,fg1fgiv,0.828469601,2.499827636,0.787878136,0.869061067,859,Donor flag,Donation rate,CA (without QC),,
73,73,Catégorie de revenu personnel,140 000 $ et plus,2013,fg1fgiv,0.875432016,1.316260867,0.852847412,0.898016621,1991,Donor flag,Donation rate,CA (without QC),,
74,74,Fréquence de la fréquentation religieuse,Au moins 1 fois par semaine,2013,fg1fgiv,0.90915917,1.252454281,0.886841446,0.931476893,2392,Donor flag,Donation rate,CA (without QC),,
75,75,Fréquence de la fréquentation religieuse,Au moins 1 fois par mois,2013,fg1fgiv,0.902272352,1.756943377,0.871202191,0.933342513,1215,Donor flag,Donation rate,CA (without QC),,
76,76,Fréquence de la fréquentation religieuse,Au moins 3 fois par mois,2013,fg1fgiv,0.893821671,1.6331641,0.86521095,0.922432391,1231,Donor flag,Donation rate,CA (without QC),,
77,77,Fréquence de la fréquentation religieuse,1 ou 2 fois par an,2013,fg1fgiv,0.828760739,1.912918551,0.797688415,0.859833063,1527,Donor flag,Donation rate,CA (without QC),,
78,78,Fréquence de la fréquentation religieuse,Pas du tout,2013,fg1fgiv,0.771967583,1.295908533,0.752360116,0.791575051,4939,Donor flag,Donation rate,CA (without QC),,
79,79,Fréquence de la fréquentation religieuse,Non indiqué,2013,fg1fgiv,0.77714356,3.069206968,0.730394216,0.823892904,775,Donor flag,Donation rate,CA (without QC),,
80,80,Statut d'immigration,Né.e au Canada,2013,fg1fgiv,0.834595736,0.782200212,0.82180068,0.847390791,9500,Donor flag,Donation rate,CA (without QC),,
81,81,Statut d'immigration,Naturalisé.e,2013,fg1fgiv,0.843449025,1.601094465,0.816980857,0.869917193,1381,Donor flag,Donation rate,CA (without QC),,
82,82,Statut d'immigration,Non canadien.ne,2013,fg1fgiv,0.763872839,3.733355342,0.707978414,0.819767263,416,Donor flag,Donation rate,CA (without QC),,
83,83,Statut d'immigration,Unknown,2013,fg1fgiv,0.76917651,3.108879255,0.722308344,0.816044676,782,Donor flag,Donation rate,CA (without QC),,
84,84,Immigration status (dcit2),Né.e au Canada,2013,fg1fgiv,0.833123537,0.77579845,0.820455585,0.845791489,9543,Donor flag,Donation rate,CA (without QC),,
85,85,Immigration status (dcit2),Naturalisé.e,2013,fg1fgiv,0.837374687,1.518767485,0.812448307,0.862301067,1624,Donor flag,Donation rate,CA (without QC),,
86,86,Immigration status (dcit2),Non canadien.ne,2013,fg1fgiv,0.776033844,5.082905995,0.698722926,0.853344762,223,Donor flag,Donation rate,CA (without QC),,
87,87,Immigration status (dcit2),Unknown,2013,fg1fgiv,0.758293628,3.377817092,0.708091558,0.808495698,689,Donor flag,Donation rate,CA (without QC),,
88,88,Groupe d'âge,15 à 24 ans,2013,fg1fgiv,0.774530868,6.715294985,0.672589157,0.876472579,77,Donor flag,Donation rate,AB,,
89,89,Groupe d'âge,25 à 34 ans,2013,fg1fgiv,0.81613983,4.626560636,0.74213315,0.89014651,157,Donor flag,Donation rate,AB,,
90,90,Groupe d'âge,35 à 44 ans,2013,fg1fgiv,0.86159632,3.378084393,0.804550684,0.918641955,208,Donor flag,Donation rate,AB,,
91,91,Groupe d'âge,45 à 54 ans,2013,fg1fgiv,0.878922769,3.18491485,0.824057611,0.933787927,205,Donor flag,Donation rate,AB,,
92,92,Groupe d'âge,55 à 64 ans,2013,fg1fgiv,0.912389727,2.498054983,0.867718234,0.957061221,179,Donor flag,Donation rate,AB,,
93,93,Groupe d'âge,65 à 74 ans,2013,fg1fgiv,0.868029511,3.86610237,0.802255257,0.933803765,123,Donor flag,Donation rate,AB,,
94,94,Groupe d'âge,75 ans et plus,2013,fg1fgiv,0.879780368,4.387007709,0.804133535,0.955427202,89,Donor flag,Donation rate,AB,,
95,95,Groupe d'âge,15 à 24 ans,2013,fg1fgiv,0.688040112,5.186993846,0.618091745,0.757988479,231,Donor flag,Donation rate,AT,,
96,96,Groupe d'âge,25 à 34 ans,2013,fg1fgiv,0.816448766,3.306629988,0.763535737,0.869361796,421,Donor flag,Donation rate,AT,,
97,97,Groupe d'âge,35 à 44 ans,2013,fg1fgiv,0.877139771,1.968266183,0.84330208,0.910977463,527,Donor flag,Donation rate,AT,,
98,98,Groupe d'âge,45 à 54 ans,2013,fg1fgiv,0.871129191,1.933065628,0.838124379,0.904134002,713,Donor flag,Donation rate,AT,,
99,99,Groupe d'âge,55 à 64 ans,2013,fg1fgiv,0.886081087,1.456195326,0.860791532,0.911370642,944,Donor flag,Donation rate,AT,,
100,100,Groupe d'âge,65 à 74 ans,2013,fg1fgiv,0.879602567,1.7983809,0.848598672,0.910606462,715,Donor flag,Donation rate,AT,,
101,101,Groupe d'âge,75 ans et plus,2013,fg1fgiv,0.91036516,1.842297811,0.877493354,0.943236965,450,Donor flag,Donation rate,AT,,
102,102,Groupe d'âge,15 à 24 ans,2013,fg1fgiv,0.615590518,9.145547212,0.505246268,0.725934769,107,Donor flag,Donation rate,BC,,
103,103,Groupe d'âge,25 à 34 ans,2013,fg1fgiv,0.739041547,5.511149866,0.659212827,0.818870267,204,Donor flag,Donation rate,BC,,
104,104,Groupe d'âge,35 à 44 ans,2013,fg1fgiv,0.796878874,3.697015969,0.739136886,0.854620862,285,Donor flag,Donation rate,BC,,
105,105,Groupe d'âge,45 à 54 ans,2013,fg1fgiv,0.825186683,3.655787,0.766060317,0.884313049,310,Donor flag,Donation rate,BC,,
106,106,Groupe d'âge,55 à 64 ans,2013,fg1fgiv,0.84034937,2.654976726,0.796620456,0.884078283,382,Donor flag,Donation rate,BC,,
107,107,Groupe d'âge,65 à 74 ans,2013,fg1fgiv,0.857165798,2.785557296,0.810368043,0.903963553,313,Donor flag,Donation rate,BC,,
108,108,Groupe d'âge,75 ans et plus,2013,fg1fgiv,0.815378968,4.284066219,0.746914731,0.883843205,217,Donor flag,Donation rate,BC,,
109,109,Groupe d'âge,15 à 24 ans,2013,fg1fgiv,0.649821041,5.045136801,0.585564875,0.714077206,251,Donor flag,Donation rate,ON,,
110,110,Groupe d'âge,25 à 34 ans,2013,fg1fgiv,0.832795409,2.913513366,0.785239616,0.880351203,359,Donor flag,Donation rate,ON,,
111,111,Groupe d'âge,35 à 44 ans,2013,fg1fgiv,0.871704328,2.050411847,0.836672856,0.906735801,510,Donor flag,Donation rate,ON,,
112,112,Groupe d'âge,45 à 54 ans,2013,fg1fgiv,0.873013144,2.082950385,0.837372315,0.908653973,559,Donor flag,Donation rate,ON,,
113,113,Groupe d'âge,55 à 64 ans,2013,fg1fgiv,0.87423864,1.930036866,0.841167917,0.907309363,584,Donor flag,Donation rate,ON,,
114,114,Groupe d'âge,65 à 74 ans,2013,fg1fgiv,0.901700007,1.980647723,0.866696029,0.936703986,461,Donor flag,Donation rate,ON,,
115,115,Groupe d'âge,75 ans et plus,2013,fg1fgiv,0.865500612,2.635031669,0.820801252,0.910199973,312,Donor flag,Donation rate,ON,,
116,116,Groupe d'âge,15 à 24 ans,2013,fg1fgiv,0.641020325,6.774073977,0.555912434,0.726128215,150,Donor flag,Donation rate,PR,,
117,117,Groupe d'âge,25 à 34 ans,2013,fg1fgiv,0.853242794,3.032356308,0.802531937,0.903953651,283,Donor flag,Donation rate,PR,,
118,118,Groupe d'âge,35 à 44 ans,2013,fg1fgiv,0.884022917,2.193681406,0.846014028,0.922031805,314,Donor flag,Donation rate,PR,,
119,119,Groupe d'âge,45 à 54 ans,2013,fg1fgiv,0.897723368,2.115664204,0.86049814,0.934948595,368,Donor flag,Donation rate,PR,,
120,120,Groupe d'âge,55 à 64 ans,2013,fg1fgiv,0.910308632,1.424322531,0.884896266,0.935720998,466,Donor flag,Donation rate,PR,,
121,121,Groupe d'âge,65 à 74 ans,2013,fg1fgiv,0.884531261,2.451060967,0.842038456,0.927024065,337,Donor flag,Donation rate,PR,,
122,122,Groupe d'âge,75 ans et plus,2013,fg1fgiv,0.898069297,2.534425909,0.853458751,0.942679843,268,Donor flag,Donation rate,PR,,
123,123,Groupe d'âge,15 à 24 ans,2013,fg1fgiv,0.673075988,5.078859023,0.606075442,0.740076535,211,Donor flag,Donation rate,QC,,
124,124,Groupe d'âge,25 à 34 ans,2013,fg1fgiv,0.807028935,3.263635855,0.755406451,0.858651418,344,Donor flag,Donation rate,QC,,
125,125,Groupe d'âge,35 à 44 ans,2013,fg1fgiv,0.839821881,2.533011334,0.798127991,0.88151577,472,Donor flag,Donation rate,QC,,
126,126,Groupe d'âge,45 à 54 ans,2013,fg1fgiv,0.865823442,2.125329051,0.829756975,0.90188991,463,Donor flag,Donation rate,QC,,
127,127,Groupe d'âge,55 à 64 ans,2013,fg1fgiv,0.846403414,2.122838203,0.811187223,0.881619606,545,Donor flag,Donation rate,QC,,
128,128,Groupe d'âge,65 à 74 ans,2013,fg1fgiv,0.804233655,3.093572598,0.755470629,0.852996681,394,Donor flag,Donation rate,QC,,
129,129,Groupe d'âge,75 ans et plus,2013,fg1fgiv,0.81915325,3.886706065,0.756751762,0.881554738,206,Donor flag,Donation rate,QC,,
130,130,Genre,Male,2013,fg1fgiv,0.810427372,3.034669916,0.762224419,0.858630326,469,Donor flag,Donation rate,AB,,
131,131,Genre,Female,2013,fg1fgiv,0.890831017,1.788769535,0.85959916,0.922062875,569,Donor flag,Donation rate,AB,,
132,132,Genre,Male,2013,fg1fgiv,0.806828823,1.730143161,0.77946911,0.834188536,1687,Donor flag,Donation rate,AT,,
133,133,Genre,Female,2013,fg1fgiv,0.879264646,1.097760479,0.860346643,0.898182649,2314,Donor flag,Donation rate,AT,,
134,134,Genre,Male,2013,fg1fgiv,0.750152626,2.871223562,0.707937826,0.792367426,805,Donor flag,Donation rate,BC,,
135,135,Genre,Female,2013,fg1fgiv,0.809057548,2.249093444,0.773393142,0.844721955,1013,Donor flag,Donation rate,BC,,
136,136,Genre,Male,2013,fg1fgiv,0.813230483,1.774576434,0.784945465,0.8415155,1320,Donor flag,Donation rate,ON,,
137,137,Genre,Female,2013,fg1fgiv,0.852291008,1.363220322,0.829518962,0.875063053,1716,Donor flag,Donation rate,ON,,
138,138,Genre,Male,2013,fg1fgiv,0.826309598,1.83374962,0.796611343,0.856007853,983,Donor flag,Donation rate,PR,,
139,139,Genre,Female,2013,fg1fgiv,0.86144294,1.692626754,0.832864678,0.890021201,1203,Donor flag,Donation rate,PR,,
140,140,Genre,Male,2013,fg1fgiv,0.807916677,1.75222586,0.780170398,0.835662956,1171,Donor flag,Donation rate,QC,,
141,141,Genre,Female,2013,fg1fgiv,0.81269845,1.489205191,0.788977501,0.8364194,1464,Donor flag,Donation rate,QC,,
142,142,Éducation,Sans diplôme d'études secondaires,2013,fg1fgiv,0.651349163,9.863654113,0.525427693,0.777270634,93,Donor flag,Donation rate,AB,,
143,143,Éducation,Diplôme d'études secondaires,2013,fg1fgiv,0.862463728,2.958391905,0.812455135,0.912472321,281,Donor flag,Donation rate,AB,,
144,144,Éducation,Diplôme post-secondaire,2013,fg1fgiv,0.904389801,2.249608951,0.864513876,0.944265727,334,Donor flag,Donation rate,AB,,
145,145,Éducation,Diplôme universtaire,2013,fg1fgiv,0.903913033,2.689515155,0.856264587,0.951561478,257,Donor flag,Donation rate,AB,,
146,146,Éducation,Non indiqué,2013,fg1fgiv,0.672705398,10.22507433,0.537890007,0.80752079,73,Donor flag,Donation rate,AB,,
147,147,Éducation,Sans diplôme d'études secondaires,2013,fg1fgiv,0.712867094,3.383348076,0.665595164,0.760139025,697,Donor flag,Donation rate,AT,,
148,148,Éducation,Diplôme d'études secondaires,2013,fg1fgiv,0.823234693,2.150642989,0.788533846,0.85793554,984,Donor flag,Donation rate,AT,,
149,149,Éducation,Diplôme post-secondaire,2013,fg1fgiv,0.891518133,1.440057224,0.866355388,0.916680878,1180,Donor flag,Donation rate,AT,,
150,150,Éducation,Diplôme universtaire,2013,fg1fgiv,0.936304521,1.191886426,0.914431937,0.958177104,894,Donor flag,Donation rate,AT,,
151,151,Éducation,Non indiqué,2013,fg1fgiv,0.815855872,4.003892463,0.751831704,0.879880039,246,Donor flag,Donation rate,AT,,
152,152,Éducation,Sans diplôme d'études secondaires,2013,fg1fgiv,0.614818864,8.233519957,0.515603068,0.714034659,168,Donor flag,Donation rate,BC,,
153,153,Éducation,Diplôme d'études secondaires,2013,fg1fgiv,0.723864348,4.298595369,0.66287811,0.784850586,465,Donor flag,Donation rate,BC,,
154,154,Éducation,Diplôme post-secondaire,2013,fg1fgiv,0.828982248,2.733566125,0.784567939,0.873396557,543,Donor flag,Donation rate,BC,,
155,155,Éducation,Diplôme universtaire,2013,fg1fgiv,0.849993633,2.806409006,0.803240069,0.896747198,508,Donor flag,Donation rate,BC,,
156,156,Éducation,Non indiqué,2013,fg1fgiv,0.804769116,6.463597283,0.702817601,0.90672063,134,Donor flag,Donation rate,BC,,
157,157,Éducation,Sans diplôme d'études secondaires,2013,fg1fgiv,0.681509249,5.02992444,0.614322859,0.748695639,279,Donor flag,Donation rate,ON,,
158,158,Éducation,Diplôme d'études secondaires,2013,fg1fgiv,0.799426963,2.514743228,0.760024758,0.838829169,790,Donor flag,Donation rate,ON,,
159,159,Éducation,Diplôme post-secondaire,2013,fg1fgiv,0.889297113,1.578396616,0.861785813,0.916808413,872,Donor flag,Donation rate,ON,,
160,160,Éducation,Diplôme universtaire,2013,fg1fgiv,0.884585382,1.655732279,0.855879032,0.913291731,921,Donor flag,Donation rate,ON,,
161,161,Éducation,Non indiqué,2013,fg1fgiv,0.774432087,5.147482572,0.696300559,0.852563614,174,Donor flag,Donation rate,ON,,
162,162,Éducation,Sans diplôme d'études secondaires,2013,fg1fgiv,0.717913466,4.700116117,0.651778859,0.784048073,329,Donor flag,Donation rate,PR,,
163,163,Éducation,Diplôme d'études secondaires,2013,fg1fgiv,0.802875848,2.664284825,0.760950456,0.84480124,634,Donor flag,Donation rate,PR,,
164,164,Éducation,Diplôme post-secondaire,2013,fg1fgiv,0.89753223,1.711656071,0.86742196,0.9276425,658,Donor flag,Donation rate,PR,,
165,165,Éducation,Diplôme universtaire,2013,fg1fgiv,0.932393296,1.512609297,0.904751007,0.960035585,461,Donor flag,Donation rate,PR,,
166,166,Éducation,Non indiqué,2013,fg1fgiv,0.882753702,4.126979846,0.811350122,0.954157282,104,Donor flag,Donation rate,PR,,
167,167,Éducation,Sans diplôme d'études secondaires,2013,fg1fgiv,0.648485351,4.827146499,0.587131936,0.709838766,318,Donor flag,Donation rate,QC,,
168,168,Éducation,Diplôme d'études secondaires,2013,fg1fgiv,0.776649416,2.650946288,0.736296582,0.81700225,588,Donor flag,Donation rate,QC,,
169,169,Éducation,Diplôme post-secondaire,2013,fg1fgiv,0.855197099,1.764067363,0.825628587,0.884765612,844,Donor flag,Donation rate,QC,,
170,170,Éducation,Diplôme universtaire,2013,fg1fgiv,0.859705615,1.835378663,0.82877963,0.890631599,716,Donor flag,Donation rate,QC,,
171,171,Éducation,Non indiqué,2013,fg1fgiv,0.855363185,3.502903978,0.796637664,0.914088706,169,Donor flag,Donation rate,QC,,
172,172,État civil,Marié.e/union de fait,2013,fg1fgiv,0.887110934,1.665614351,0.858150806,0.916071062,622,Donor flag,Donation rate,AB,,
173,173,État civil,Veuf.ve,2013,fg1fgiv,0.915016069,3.543272029,0.85147108,0.978561058,78,Donor flag,Donation rate,AB,,
174,174,État civil,Séparé.e/divorcé.e,2013,fg1fgiv,0.836085236,4.634947687,0.76013249,0.912037983,103,Donor flag,Donation rate,AB,,
175,175,État civil,"Célibataire, jamais marié.e",2013,fg1fgiv,0.756496826,5.088367413,0.68105127,0.831942382,235,Donor flag,Donation rate,AB,,
176,176,État civil,Marié.e/union de fait,2013,fg1fgiv,0.891293022,0.882958703,0.875868597,0.906717448,2320,Donor flag,Donation rate,AT,,
177,177,État civil,Veuf.ve,2013,fg1fgiv,0.872003321,2.224647703,0.833981976,0.910024666,462,Donor flag,Donation rate,AT,,
178,178,État civil,Séparé.e/divorcé.e,2013,fg1fgiv,0.825547818,3.040818475,0.776346037,0.874749599,456,Donor flag,Donation rate,AT,,
