geoAbb,item2,GovAgency,Business,CommNPO,BusNPO,GovAgencyStat,BusinessStat,CommNPOStat,BusNPOStat
CA,Taux d'intérêt,0.037000000000000005,0.11699999999999999,0.027999999999999997,0.02,B,A,A,A
NB,Coûts liés à l'immobilier,0,0.026000000000000002,0.027999999999999997,0,A,A,A,A
NB,Autre obstacle,0,0.023,0.027999999999999997,0,A,A,A,A
SK,Flux de trésorerie ou dette,0,0.051,0.027999999999999997,0,A,A,A,A
CA,Coûts liés à l'immobilier,0.053,0.027000000000000003,0.027000000000000003,0.006,C,A,A,A
NT,Augmentation des coûts liés aux intrants,NA,0.045,0.027000000000000003,0,NA,A,A,A
CA,Pénurie d'espace ou d'équipement,0.001,0.005,0.026000000000000002,0.027000000000000003,A,A,A,A
SK,Coûts liés à l'immobilier,0,0.016,0.025,0.011000000000000001,A,A,A,A
BC,Conservation d'employés qualifiés,0.008,0.044000000000000004,0.025,0.005,A,A,A,A
NT,Coûts liés à l'assurance,0,0,0.025,0,A,A,A,A
CA,Conservation d'employés qualifiés,0.012,0.03,0.024,0.068,A,A,A,B
PE,Pénurie d'espace ou d'équipement,0,0.005,0.024,0,A,A,A,A
QC,Conservation d'employés qualifiés,0.028999999999999998,0.036000000000000004,0.024,0.034,A,A,A,A
NU,Augmentation des coûts liés aux intrants,0,0.03,0.024,0,A,A,A,A
NL,Augmentation des coûts liés aux intrants,NA,0.07,0.023,0.027999999999999997,NA,A,A,A
NT,Conservation d'employés qualifiés,0,0.022000000000000002,0.023,0,A,A,A,A
NT,Coûts liés au transport,0,0.009000000000000001,0.023,0.022000000000000002,A,A,A,A
MB,Fluctuations de la demande,0,0.033,0.022000000000000002,0,A,A,A,A
SK,Fluctuations de la demande,0,0.028999999999999998,0.022000000000000002,0,A,A,A,A
AB,Augmentation de la concurrence,0,0.006999999999999999,0.022000000000000002,0,A,A,A,A
QC,Autre obstacle,NA,0.026000000000000002,0.02,0.001,NA,A,A,A
ON,Pénurie d'espace ou d'équipement,0,0.002,0.02,0.006,A,A,A,A
MB,Coûts liés à l'assurance,0,0.006999999999999999,0.02,0,A,A,A,A
SK,Taux d'intérêt,0,0.11199999999999999,0.02,0.005,A,A,A,A
PE,Conservation d'employés qualifiés,0.044000000000000004,0.03,0.019,0,A,A,A,A
QC,Difficulté à attirer de nouveaux clients,0.001,0.043,0.019,0.064,A,A,A,C
AB,Conservation d'employés qualifiés,0,0.031,0.019,0.204,A,A,A,E
NL,Taux d'intérêt,0.046,0.08,0.018000000000000002,0.019,B,A,A,A
PE,Obtention de financement,0,0.01,0.018000000000000002,0,A,A,A,A
PE,Augmentation de la concurrence,0,0.006,0.018000000000000002,0,A,A,A,A
QC,Coûts liés à l'assurance,0,0.02,0.018000000000000002,0.001,A,A,A,A
ON,Obtention de financement,0.01,0.006,0.018000000000000002,0.062,A,A,A,B
SK,Conservation d'employés qualifiés,0.027000000000000003,0.027999999999999997,0.018000000000000002,0.013999999999999999,B,A,A,A
NS,Coûts liés à l'assurance,0,0.008,0.016,0,A,A,A,A
BC,Autre obstacle,0,0.021,0.016,0,A,A,A,A
NT,Pénurie d'espace ou d'équipement,0,0,0.016,0.032,A,A,A,A
CA,Autre obstacle,0.10400000000000001,0.015,0.015,0.02,C,A,A,A
NS,Flux de trésorerie ou dette,0,0.05,0.015,0,A,A,A,A
AB,Taux d'intérêt,0,0.113,0.015,0.006,A,A,A,A
BC,Obtention de financement,0,0.009000000000000001,0.015,0.005,A,A,A,A
YT,Flux de trésorerie ou dette,0,0.006,0.015,0,A,A,A,A
NL,Pénurie d'espace ou d'équipement,0,0.004,0.013999999999999999,0,A,A,A,A
PE,Autre obstacle,0,0.011000000000000001,0.013999999999999999,0,A,A,A,A
SK,Autre obstacle,0,0.016,0.013999999999999999,0,A,A,A,A
CA,Fluctuations de la demande,0.016,0.031,0.013000000000000001,0.005,A,A,A,A
NB,Coûts liés au transport,0,0.036000000000000004,0.013000000000000001,0.004,A,A,A,A
NB,Fluctuations de la demande,0.045,0.012,0.012,0.005,B,A,A,A
ON,Conservation d'employés qualifiés,0.002,0.022000000000000002,0.012,0.163,A,A,A,E
MB,Pénurie d'espace ou d'équipement,0,0.005,0.012,0.095,A,A,A,D
NS,Fluctuations de la demande,0,0.035,0.011000000000000001,0,A,A,A,A
NS,Pénurie d'espace ou d'équipement,0,0.003,0.01,0,A,A,A,A
NS,Acquisition d'intrants à l'étranger,0.022000000000000002,0.003,0.01,0,A,A,A,A
NS,Conservation d'employés qualifiés,0,0.034,0.009000000000000001,0.018000000000000002,A,A,A,A
NB,Insuffisance de la demande,0,0.034,0.009000000000000001,0.004,A,A,A,A
QC,Flux de trésorerie ou dette,0.011000000000000001,0.026000000000000002,0.009000000000000001,0.044000000000000004,A,A,A,B
NS,Obtention de financement,0,0.006999999999999999,0.008,0.018000000000000002,A,A,A,A
NB,Pénurie de main-d'œuvre,0,0.10099999999999999,0.008,0.009000000000000001,A,A,A,A
ON,Coûts liés à l'immobilier,0,0.035,0.008,0,A,A,A,A
MB,Obtention de financement,0.002,0.021,0.008,0.006999999999999999,A,A,A,A
AB,Insuffisance de la demande,0,0.02,0.008,0,A,A,A,A
YT,Coûts liés au transport,0,0.009000000000000001,0.008,0,A,A,A,A
CA,Coûts liés au transport,0.001,0.022000000000000002,0.006999999999999999,0.094,A,A,A,D
NB,Acquisition d'intrants à l'étranger,0,0.001,0.006999999999999999,0,A,A,A,A
NB,Obtention de financement,0,0.006,0.006999999999999999,0.016,A,A,A,A
SK,Pénurie de main-d'œuvre,0,0.067,0.006999999999999999,0.075,A,A,A,C
AB,Coûts liés à l'immobilier,0,0.012,0.006999999999999999,0,A,A,A,A
NL,Acquisition d'intrants au pays,0,0.003,0.006,0,A,A,A,A
NS,Taux d'intérêt,0,0.073,0.006,0.01,A,A,A,A
ON,Insuffisance de la demande,0,0.057,0.006,0.002,A,A,A,A
ON,Fluctuations de la demande,0.042,0.036000000000000004,0.006,0.015,B,A,A,A
SK,Coûts liés à l'assurance,0,0.01,0.006,0.002,A,A,A,A
BC,Pénurie d'espace ou d'équipement,0,0.006,0.006,0.11699999999999999,A,A,A,E
NL,Fluctuations de la demande,0,0.036000000000000004,0.005,0,A,A,A,A
NL,Coûts liés au transport,0,0.061,0.005,0,A,A,A,A
PE,Insuffisance de la demande,0,0.026000000000000002,0.005,0.011000000000000001,A,A,A,A
ON,Autre obstacle,0.005,0.009000000000000001,0.005,0.049,A,A,A,B
MB,Taux d'intérêt,0,0.106,0.005,0,A,A,A,A
CA,Insuffisance de la demande,0.045,0.051,0.004,0.008,B,A,A,A
CA,Augmentation de la concurrence,0.168,0.011000000000000001,0.004,0.002,E,A,A,A
MB,Insuffisance de la demande,0,0.02,0.004,0,A,A,A,A
AB,Pénurie d'espace ou d'équipement,0,0.004,0.004,0,A,A,A,A
BC,Taux d'intérêt,0.006,0.124,0.004,0.017,A,A,A,A
BC,Coûts liés au transport,0.001,0.027000000000000003,0.004,0,A,A,A,A
PE,Pénurie de main-d'œuvre,0.287,0.096,0.003,0,E,A,A,A
NS,Coûts liés au transport,0,0.031,0.003,0.004,A,A,A,A
ON,Coûts liés au transport,0,0.011000000000000001,0.003,0.001,A,A,A,A
NL,Augmentation de la concurrence,0,0.006,0.002,0,A,A,A,A
NB,Taux d'intérêt,0,0.109,0.002,0.004,A,A,A,A
MB,Coûts liés à l'immobilier,0.008,0.016,0.002,0,A,A,A,A
SK,Acquisition d'intrants au pays,0.011000000000000001,0.009000000000000001,0.002,0.003,A,A,A,A
AB,Fluctuations de la demande,0,0.018000000000000002,0.002,0.003,A,A,A,A
BC,Acquisition d'intrants au pays,0,0.01,0.002,0,A,A,A,A
CA,Acquisition d'intrants au pays,0.001,0.006,0.001,0,A,A,A,A
CA,Acquisition d'intrants à l'étranger,0.001,0.003,0.001,0,A,A,A,A
NL,Autre obstacle,0,0.021,0.001,0.136,A,A,A,E
NS,Maintien des stocks,0,0.013000000000000001,0.001,0,A,A,A,A
NS,Insuffisance de la demande,0,0.034,0.001,0.013999999999999999,A,A,A,A
QC,Insuffisance de la demande,0.004,0.065,0.001,0.006999999999999999,A,A,A,A
QC,Fluctuations de la demande,0,0.023,0.001,0,A,A,A,A
ON,Augmentation de la concurrence,NA,0.013999999999999999,0.001,0.001,NA,A,A,A
AB,Autre obstacle,0,0.008,0.001,0,A,A,A,A
BC,Augmentation de la concurrence,0,0.004,0.001,0.003,A,A,A,A
CA,Maintien des stocks,0,0.003,0,0,A,A,A,A
CA,Défis liés à l'exportation,0,0.002,0,0,A,A,A,A
NL,Coûts liés à l'immobilier,0,0.026000000000000002,0,0,A,A,A,A
NL,Acquisition d'intrants à l'étranger,0.10300000000000001,0.002,0,0,C,A,A,A
NL,Maintien des stocks,0,0.004,0,0,A,A,A,A
NL,Insuffisance de la demande,0,0.046,0,0.006,A,A,A,A
NL,Défis liés à l'exportation,0,0.002,0,0,A,A,A,A
PE,Coûts liés à l'immobilier,0,0.011000000000000001,0,0,A,A,A,A
PE,Acquisition d'intrants au pays,0,0,0,0,A,A,A,A
PE,Acquisition d'intrants à l'étranger,0,0,0,0,A,A,A,A
PE,Maintien des stocks,0,0.006999999999999999,0,0,A,A,A,A
PE,Fluctuations de la demande,0,0.032,0,0,A,A,A,A
PE,Défis liés à l'exportation,0,0.008,0,0,A,A,A,A
NS,Acquisition d'intrants au pays,0,0.009000000000000001,0,0,A,A,A,A
NS,Augmentation de la concurrence,0,0.015,0,0,A,A,A,A
NS,Défis liés à l'exportation,0,0,0,0,A,A,A,A
NB,Acquisition d'intrants au pays,0.02,0.008,0,0,A,A,A,A
NB,Maintien des stocks,0,0.006999999999999999,0,0,A,A,A,A
NB,Augmentation de la concurrence,NA,0.008,0,0,NA,A,A,A
NB,Défis liés à l'exportation,0,0,0,0,A,A,A,A
QC,Acquisition d'intrants au pays,0,0.002,0,0,A,A,A,A
QC,Acquisition d'intrants à l'étranger,0,0.004,0,0,A,A,A,A
QC,Maintien des stocks,0,0.001,0,0,A,A,A,A
QC,Coûts liés au transport,0.001,0.02,0,NA,A,A,A,NA
QC,Augmentation de la concurrence,0,0.013999999999999999,0,0.004,A,A,A,A
QC,Défis liés à l'exportation,0,0.004,0,0,A,A,A,A
ON,Acquisition d'intrants au pays,0,0.006,0,0,A,A,A,A
ON,Acquisition d'intrants à l'étranger,0,0.003,0,0,A,A,A,A
ON,Maintien des stocks,0,0,0,0,A,A,A,A
ON,Défis liés à l'exportation,0,0.003,0,0,A,A,A,A
MB,Acquisition d'intrants au pays,0,0.009000000000000001,0,0.009000000000000001,A,A,A,A
MB,Acquisition d'intrants à l'étranger,0,0.003,0,0,A,A,A,A
MB,Maintien des stocks,0,0.013000000000000001,0,0,A,A,A,A
MB,Augmentation de la concurrence,0,0.013000000000000001,0,0,A,A,A,A
MB,Défis liés à l'exportation,0,0.003,0,0,A,A,A,A
SK,Acquisition d'intrants à l'étranger,0,0.003,0,0,A,A,A,A
SK,Maintien des stocks,0,0.001,0,0,A,A,A,A
SK,Insuffisance de la demande,0,0.028999999999999998,0,0.005,A,A,A,A
SK,Augmentation de la concurrence,0,0.013000000000000001,0,0,A,A,A,A
SK,Défis liés à l'exportation,0,0.001,0,0,A,A,A,A
AB,Acquisition d'intrants au pays,0,0.008,0,0,A,A,A,A
AB,Acquisition d'intrants à l'étranger,0,0.002,0,0,A,A,A,A
AB,Maintien des stocks,0,0.008,0,0,A,A,A,A
AB,Coûts liés au transport,0,0.040999999999999995,0,0.006,A,A,A,A
AB,Défis liés à l'exportation,0,0.001,0,0,A,A,A,A
BC,Acquisition d'intrants à l'étranger,0,0.004,0,0,A,A,A,A
BC,Maintien des stocks,0,0.003,0,0,A,A,A,A
BC,Insuffisance de la demande,NA,0.059000000000000004,0,0.024,NA,A,A,A
BC,Défis liés à l'exportation,0,0.001,0,0,A,A,A,A
YT,Pénurie d'espace ou d'équipement,0,0,0,0,A,A,A,A
YT,Coûts liés à l'immobilier,0,0.006999999999999999,0,NA,A,A,A,NA
YT,Acquisition d'intrants au pays,0,0.008,0,0,A,A,A,A
YT,Acquisition d'intrants à l'étranger,0,0,0,0,A,A,A,A
YT,Maintien des stocks,0,0,0,0,A,A,A,A
YT,Insuffisance de la demande,0,0.015,0,0,A,A,A,A
YT,Fluctuations de la demande,0,0.022000000000000002,0,0,A,A,A,A
YT,Difficulté à attirer de nouveaux clients,0,0.01,0,0,A,A,A,A
YT,Obtention de financement,0,0.024,0,0,A,A,A,A
YT,Augmentation de la concurrence,0,0.028999999999999998,0,0,A,A,A,A
YT,Défis liés à l'exportation,0,0,0,0,A,A,A,A
YT,Autre obstacle,0,0.008,0,NA,A,A,A,NA
NT,Coûts liés à l'immobilier,0,0.031,0,0,A,A,A,A
NT,Taux d'intérêt,0,0.081,0,0,A,B,A,A
NT,Acquisition d'intrants au pays,0,0.046,0,0,A,B,A,A
NT,Acquisition d'intrants à l'étranger,0,0,0,0,A,A,A,A
NT,Maintien des stocks,0,0,0,0,A,A,A,A
NT,Insuffisance de la demande,0,0.026000000000000002,0,0,A,A,A,A
NT,Difficulté à attirer de nouveaux clients,0.10400000000000001,0.013000000000000001,0,0.027999999999999997,D,A,A,A
NT,Augmentation de la concurrence,0,0,0,0,A,A,A,A
NT,Défis liés à l'exportation,0,0,0,0,A,A,A,A
NU,Coûts liés à l'immobilier,0,0,0,0,A,A,A,A
NU,Acquisition d'intrants au pays,0,0.018000000000000002,0,0,A,A,A,A
NU,Acquisition d'intrants à l'étranger,0,0,0,0,A,A,A,A
NU,Maintien des stocks,0,0,0,0,A,A,A,A
NU,Insuffisance de la demande,0,0.006999999999999999,0,0,A,A,A,A
NU,Fluctuations de la demande,0,0,0,0,A,A,A,A
NU,Difficulté à attirer de nouveaux clients,0,0,0,0,A,A,A,A
NU,Coûts liés à l'assurance,0,0.011000000000000001,0,0,A,A,A,A
NU,Obtention de financement,0,0,0,0.08199999999999999,A,A,A,C
NU,Augmentation de la concurrence,0,0,0,0,A,A,A,A
NU,Défis liés à l'exportation,0,0,0,0,A,A,A,A
NU,Autre obstacle,0,0,0,0,A,A,A,A
