geoAbb,busGroup,busChar,item2,valNorm,status
NL,Lieu,Milieu rural,Manque de temps ou de ressources,0.29600000000000004,E
NL,Lieu,Milieu rural,Autre,0,A
PE,Emploi,< 5 employés,Recherche de nouveaux donateurs,0.684,E
PE,Emploi,< 5 employés,Conservation des donateurs,0.855,D
PE,Emploi,< 5 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.583,E
PE,Emploi,< 5 employés,Manque de temps ou de ressources,0.09,C
PE,Emploi,< 5 employés,Autre,0,A
PE,Emploi,< 5 employés,Aucun,0.102,C
PE,Emploi,5 < 20 employés,Recherche de nouveaux donateurs,0.626,E
PE,Emploi,5 < 20 employés,Conservation des donateurs,0.7020000000000001,D
PE,Emploi,5 < 20 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.478,E
PE,Emploi,5 < 20 employés,Manque de temps ou de ressources,0.361,E
PE,Emploi,5 < 20 employés,Autre,0,A
PE,Emploi,5 < 20 employés,Aucun,0.095,C
PE,Emploi,20 < 100 employés,Manque de temps ou de ressources,0.905,D
PE,Emploi,20 < 100 employés,Autre,0,A
PE,Emploi,20 < 100 employés,Aucun,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Recherche de nouveaux donateurs,1,A
PE,Âge de l'entreprise,De 3 à 10 ans,Conservation des donateurs,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Manque de temps ou de ressources,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
PE,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
PE,Âge de l'entreprise,De 11 à 20 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.043,B
PE,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
PE,Âge de l'entreprise,De 11 à 20 ans,Aucun,0,A
PE,Âge de l'entreprise,> 20 ans,Recherche de nouveaux donateurs,0.649,D
PE,Âge de l'entreprise,> 20 ans,Conservation des donateurs,0.805,C
PE,Âge de l'entreprise,> 20 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.5920000000000001,D
PE,Âge de l'entreprise,> 20 ans,Manque de temps ou de ressources,0.337,D
PE,Âge de l'entreprise,> 20 ans,Autre,0,A
PE,Âge de l'entreprise,> 20 ans,Aucun,0.099,B
PE,Lieu,Milieu urbain,Recherche de nouveaux donateurs,0.677,E
PE,Lieu,Milieu urbain,Conservation des donateurs,0.769,D
PE,Lieu,Milieu urbain,Sommes versées par les donateurs pas aussi élevées qu'avant,0.78,D
PE,Lieu,Milieu urbain,Manque de temps ou de ressources,0.268,D
PE,Lieu,Milieu urbain,Autre,0,A
PE,Lieu,Milieu urbain,Aucun,0.10099999999999999,C
PE,Lieu,Milieu rural,Recherche de nouveaux donateurs,0.687,E
PE,Lieu,Milieu rural,Conservation des donateurs,0.769,D
PE,Lieu,Milieu rural,Sommes versées par les donateurs pas aussi élevées qu'avant,0.33899999999999997,E
PE,Lieu,Milieu rural,Manque de temps ou de ressources,0.391,E
PE,Lieu,Milieu rural,Autre,0,A
PE,Lieu,Milieu rural,Aucun,0.069,B
NS,Emploi,< 5 employés,Recherche de nouveaux donateurs,0.7290000000000001,D
NS,Emploi,< 5 employés,Conservation des donateurs,0.679,E
NS,Emploi,< 5 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.8290000000000001,C
NS,Emploi,< 5 employés,Manque de temps ou de ressources,0.273,D
NS,Emploi,< 5 employés,Autre,0.071,B
NS,Emploi,< 5 employés,Aucun,0.146,C
NS,Emploi,5 < 20 employés,Conservation des donateurs,0.064,A
NS,Emploi,5 < 20 employés,Manque de temps ou de ressources,0.36,E
NS,Emploi,5 < 20 employés,Autre,0.131,E
NS,Emploi,20 < 100 employés,Recherche de nouveaux donateurs,0.55,D
NS,Emploi,20 < 100 employés,Conservation des donateurs,0.505,D
NS,Emploi,20 < 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.462,E
NS,Emploi,20 < 100 employés,Manque de temps ou de ressources,0.5579999999999999,E
NS,Emploi,20 < 100 employés,Autre,0,A
NS,Emploi,20 < 100 employés,Aucun,0.314,E
NS,Emploi,>= 100 employés,Recherche de nouveaux donateurs,0.275,E
NS,Emploi,>= 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.055,B
NS,Emploi,>= 100 employés,Autre,0,A
NS,Âge de l'entreprise,<= 2 ans,Recherche de nouveaux donateurs,1,A
NS,Âge de l'entreprise,<= 2 ans,Conservation des donateurs,0,A
NS,Âge de l'entreprise,<= 2 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0,A
NS,Âge de l'entreprise,<= 2 ans,Manque de temps ou de ressources,0,A
NS,Âge de l'entreprise,<= 2 ans,Autre,0,A
NS,Âge de l'entreprise,<= 2 ans,Aucun,0,A
NS,Âge de l'entreprise,De 3 à 10 ans,Recherche de nouveaux donateurs,0.912,C
NS,Âge de l'entreprise,De 3 à 10 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.867,D
NS,Âge de l'entreprise,De 3 à 10 ans,Autre,0.046,B
NS,Âge de l'entreprise,De 3 à 10 ans,Aucun,0.042,B
NS,Âge de l'entreprise,De 11 à 20 ans,Recherche de nouveaux donateurs,0.9,B
NS,Âge de l'entreprise,De 11 à 20 ans,Manque de temps ou de ressources,0.84,C
NS,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
NS,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.1,B
NS,Âge de l'entreprise,> 20 ans,Recherche de nouveaux donateurs,0.6609999999999999,D
NS,Âge de l'entreprise,> 20 ans,Conservation des donateurs,0.375,D
NS,Âge de l'entreprise,> 20 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.667,D
NS,Âge de l'entreprise,> 20 ans,Manque de temps ou de ressources,0.344,D
NS,Âge de l'entreprise,> 20 ans,Autre,0.09300000000000001,C
NS,Âge de l'entreprise,> 20 ans,Aucun,0.23800000000000002,D
NS,Lieu,Milieu urbain,Recherche de nouveaux donateurs,0.6679999999999999,E
NS,Lieu,Milieu urbain,Conservation des donateurs,0.344,E
NS,Lieu,Milieu urbain,Sommes versées par les donateurs pas aussi élevées qu'avant,0.634,E
NS,Lieu,Milieu urbain,Manque de temps ou de ressources,0.29100000000000004,E
NS,Lieu,Milieu urbain,Autre,0.14,D
NS,Lieu,Milieu urbain,Aucun,0.3,E
NS,Lieu,Milieu rural,Recherche de nouveaux donateurs,0.701,D
NS,Lieu,Milieu rural,Conservation des donateurs,0.465,E
NS,Lieu,Milieu rural,Sommes versées par les donateurs pas aussi élevées qu'avant,0.7340000000000001,D
NS,Lieu,Milieu rural,Manque de temps ou de ressources,0.42,E
NS,Lieu,Milieu rural,Autre,0.009000000000000001,A
NS,Lieu,Milieu rural,Aucun,0.10400000000000001,B
NB,Emploi,< 5 employés,Recherche de nouveaux donateurs,0.7020000000000001,E
NB,Emploi,< 5 employés,Conservation des donateurs,0.595,E
NB,Emploi,< 5 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.498,E
NB,Emploi,< 5 employés,Manque de temps ou de ressources,0.221,D
NB,Emploi,< 5 employés,Autre,0.20199999999999999,E
NB,Emploi,< 5 employés,Aucun,0.083,C
NB,Emploi,5 < 20 employés,Recherche de nouveaux donateurs,0.6729999999999999,E
NB,Emploi,5 < 20 employés,Conservation des donateurs,0.19699999999999998,D
NB,Emploi,5 < 20 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.375,E
NB,Emploi,5 < 20 employés,Autre,0.044000000000000004,B
NB,Emploi,5 < 20 employés,Aucun,0.201,E
NB,Emploi,20 < 100 employés,Conservation des donateurs,0.316,E
NB,Emploi,20 < 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.706,E
NB,Emploi,20 < 100 employés,Manque de temps ou de ressources,0.066,B
NB,Emploi,20 < 100 employés,Autre,0,A
NB,Emploi,20 < 100 employés,Aucun,0.024,A
NB,Emploi,>= 100 employés,Conservation des donateurs,0.247,E
NB,Emploi,>= 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.308,E
NB,Emploi,>= 100 employés,Manque de temps ou de ressources,0.247,E
NB,Emploi,>= 100 employés,Autre,0,A
NB,Âge de l'entreprise,<= 2 ans,Recherche de nouveaux donateurs,0,A
NB,Âge de l'entreprise,<= 2 ans,Conservation des donateurs,0,A
NB,Âge de l'entreprise,<= 2 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0,A
NB,Âge de l'entreprise,<= 2 ans,Manque de temps ou de ressources,0,A
NB,Âge de l'entreprise,<= 2 ans,Autre,0,A
NB,Âge de l'entreprise,<= 2 ans,Aucun,1,A
NB,Âge de l'entreprise,De 3 à 10 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0,A
NB,Âge de l'entreprise,De 3 à 10 ans,Aucun,0,A
NB,Âge de l'entreprise,De 11 à 20 ans,Recherche de nouveaux donateurs,0.652,E
NB,Âge de l'entreprise,De 11 à 20 ans,Autre,0.081,D
NB,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.25,E
NB,Âge de l'entreprise,> 20 ans,Recherche de nouveaux donateurs,0.685,D
NB,Âge de l'entreprise,> 20 ans,Conservation des donateurs,0.397,D
NB,Âge de l'entreprise,> 20 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.47700000000000004,E
NB,Âge de l'entreprise,> 20 ans,Manque de temps ou de ressources,0.318,D
NB,Âge de l'entreprise,> 20 ans,Autre,0.126,D
NB,Âge de l'entreprise,> 20 ans,Aucun,0.12,C
NB,Lieu,Milieu urbain,Recherche de nouveaux donateurs,0.6659999999999999,E
NB,Lieu,Milieu urbain,Conservation des donateurs,0.371,E
NB,Lieu,Milieu urbain,Sommes versées par les donateurs pas aussi élevées qu'avant,0.527,E
NB,Lieu,Milieu urbain,Manque de temps ou de ressources,0.365,E
NB,Lieu,Milieu urbain,Autre,0.018000000000000002,A
NB,Lieu,Milieu urbain,Aucun,0.221,D
NB,Lieu,Milieu rural,Recherche de nouveaux donateurs,0.696,E
NB,Lieu,Milieu rural,Conservation des donateurs,0.48,E
NB,Lieu,Milieu rural,Sommes versées par les donateurs pas aussi élevées qu'avant,0.36700000000000005,E
NB,Lieu,Milieu rural,Manque de temps ou de ressources,0.23600000000000002,D
NB,Lieu,Milieu rural,Aucun,0.015,A
QC,Emploi,< 5 employés,Recherche de nouveaux donateurs,0.8009999999999999,D
QC,Emploi,< 5 employés,Conservation des donateurs,0.574,E
QC,Emploi,< 5 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.48200000000000004,E
QC,Emploi,< 5 employés,Manque de temps ou de ressources,0.313,E
QC,Emploi,< 5 employés,Autre,0.077,B
QC,Emploi,< 5 employés,Aucun,0.055,B
QC,Emploi,5 < 20 employés,Recherche de nouveaux donateurs,0.466,E
QC,Emploi,5 < 20 employés,Conservation des donateurs,0.433,E
QC,Emploi,5 < 20 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.462,E
QC,Emploi,5 < 20 employés,Manque de temps ou de ressources,0.654,E
QC,Emploi,5 < 20 employés,Autre,0.005,A
QC,Emploi,5 < 20 employés,Aucun,0.049,B
QC,Emploi,20 < 100 employés,Conservation des donateurs,0.35,E
QC,Emploi,20 < 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.28,E
QC,Emploi,20 < 100 employés,Autre,0.07200000000000001,C
QC,Emploi,20 < 100 employés,Aucun,0.106,D
QC,Emploi,>= 100 employés,Recherche de nouveaux donateurs,0.966,B
QC,Emploi,>= 100 employés,Conservation des donateurs,0.894,C
QC,Emploi,>= 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.18899999999999997,E
QC,Emploi,>= 100 employés,Autre,0.034,B
QC,Emploi,>= 100 employés,Aucun,0,A
QC,Âge de l'entreprise,<= 2 ans,Recherche de nouveaux donateurs,1,A
QC,Âge de l'entreprise,<= 2 ans,Manque de temps ou de ressources,0.953,B
QC,Âge de l'entreprise,<= 2 ans,Autre,0,A
QC,Âge de l'entreprise,<= 2 ans,Aucun,0,A
QC,Âge de l'entreprise,De 3 à 10 ans,Conservation des donateurs,0.163,E
QC,Âge de l'entreprise,De 3 à 10 ans,Manque de temps ou de ressources,0.155,E
QC,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
QC,Âge de l'entreprise,De 3 à 10 ans,Aucun,0.001,A
QC,Âge de l'entreprise,De 11 à 20 ans,Recherche de nouveaux donateurs,0.9109999999999999,C
QC,Âge de l'entreprise,De 11 à 20 ans,Conservation des donateurs,0.8340000000000001,D
QC,Âge de l'entreprise,De 11 à 20 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.716,E
QC,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.055999999999999994,C
QC,Âge de l'entreprise,> 20 ans,Recherche de nouveaux donateurs,0.593,E
QC,Âge de l'entreprise,> 20 ans,Conservation des donateurs,0.475,D
QC,Âge de l'entreprise,> 20 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.43200000000000005,E
QC,Âge de l'entreprise,> 20 ans,Manque de temps ou de ressources,0.5429999999999999,D
QC,Âge de l'entreprise,> 20 ans,Autre,0.025,A
QC,Âge de l'entreprise,> 20 ans,Aucun,0.069,B
QC,Lieu,Milieu urbain,Recherche de nouveaux donateurs,0.637,D
QC,Lieu,Milieu urbain,Conservation des donateurs,0.461,D
QC,Lieu,Milieu urbain,Sommes versées par les donateurs pas aussi élevées qu'avant,0.40700000000000003,D
QC,Lieu,Milieu urbain,Manque de temps ou de ressources,0.523,D
QC,Lieu,Milieu urbain,Autre,0.062,B
QC,Lieu,Milieu urbain,Aucun,0.083,B
QC,Lieu,Milieu rural,Autre,0,A
QC,Lieu,Milieu rural,Aucun,0,A
ON,Emploi,< 5 employés,Manque de temps ou de ressources,0.32799999999999996,E
ON,Emploi,< 5 employés,Autre,0.033,B
ON,Emploi,5 < 20 employés,Recherche de nouveaux donateurs,0.695,D
ON,Emploi,5 < 20 employés,Conservation des donateurs,0.583,D
ON,Emploi,5 < 20 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.6779999999999999,D
ON,Emploi,5 < 20 employés,Manque de temps ou de ressources,0.511,E
ON,Emploi,5 < 20 employés,Autre,0.03,A
ON,Emploi,5 < 20 employés,Aucun,0.25,D
ON,Emploi,20 < 100 employés,Recherche de nouveaux donateurs,0.75,C
ON,Emploi,20 < 100 employés,Conservation des donateurs,0.575,E
ON,Emploi,20 < 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.722,D
ON,Emploi,20 < 100 employés,Manque de temps ou de ressources,0.449,E
ON,Emploi,20 < 100 employés,Autre,0.004,A
ON,Emploi,20 < 100 employés,Aucun,0.129,B
ON,Emploi,>= 100 employés,Recherche de nouveaux donateurs,0.904,B
ON,Emploi,>= 100 employés,Conservation des donateurs,0.758,C
ON,Emploi,>= 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.813,C
ON,Emploi,>= 100 employés,Manque de temps ou de ressources,0.682,D
ON,Emploi,>= 100 employés,Autre,0.003,A
ON,Emploi,>= 100 employés,Aucun,0.031,A
ON,Âge de l'entreprise,<= 2 ans,Recherche de nouveaux donateurs,1,A
ON,Âge de l'entreprise,<= 2 ans,Manque de temps ou de ressources,1,A
ON,Âge de l'entreprise,<= 2 ans,Autre,0,A
ON,Âge de l'entreprise,<= 2 ans,Aucun,0,A
ON,Âge de l'entreprise,De 3 à 10 ans,Autre,0.096,D
ON,Âge de l'entreprise,De 11 à 20 ans,Recherche de nouveaux donateurs,0.85,D
ON,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
ON,Âge de l'entreprise,De 11 à 20 ans,Aucun,0.10099999999999999,C
ON,Âge de l'entreprise,> 20 ans,Recherche de nouveaux donateurs,0.718,D
ON,Âge de l'entreprise,> 20 ans,Conservation des donateurs,0.626,D
ON,Âge de l'entreprise,> 20 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.672,D
ON,Âge de l'entreprise,> 20 ans,Manque de temps ou de ressources,0.391,D
ON,Âge de l'entreprise,> 20 ans,Autre,0.024,A
ON,Âge de l'entreprise,> 20 ans,Aucun,0.22,D
ON,Lieu,Milieu urbain,Recherche de nouveaux donateurs,0.789,B
ON,Lieu,Milieu urbain,Conservation des donateurs,0.6679999999999999,C
ON,Lieu,Milieu urbain,Sommes versées par les donateurs pas aussi élevées qu'avant,0.7240000000000001,C
ON,Lieu,Milieu urbain,Manque de temps ou de ressources,0.424,D
ON,Lieu,Milieu urbain,Autre,0.025,A
ON,Lieu,Milieu urbain,Aucun,0.153,B
ON,Lieu,Milieu rural,Autre,0.03,B
MB,Emploi,< 5 employés,Recherche de nouveaux donateurs,0.682,E
MB,Emploi,< 5 employés,Conservation des donateurs,0.59,E
MB,Emploi,< 5 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.47,E
MB,Emploi,< 5 employés,Manque de temps ou de ressources,0.447,E
MB,Emploi,< 5 employés,Autre,0.061,B
MB,Emploi,< 5 employés,Aucun,0.14400000000000002,D
MB,Emploi,5 < 20 employés,Recherche de nouveaux donateurs,0.795,D
MB,Emploi,5 < 20 employés,Conservation des donateurs,0.252,E
MB,Emploi,5 < 20 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.514,E
MB,Emploi,5 < 20 employés,Aucun,0.023,A
MB,Emploi,20 < 100 employés,Conservation des donateurs,0.158,E
MB,Emploi,20 < 100 employés,Autre,0,A
MB,Emploi,>= 100 employés,Recherche de nouveaux donateurs,0.815,E
MB,Emploi,>= 100 employés,Conservation des donateurs,0.047,B
MB,Emploi,>= 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.188,E
MB,Emploi,>= 100 employés,Manque de temps ou de ressources,0.139,D
MB,Emploi,>= 100 employés,Autre,0,A
MB,Emploi,>= 100 employés,Aucun,0.09300000000000001,D
MB,Âge de l'entreprise,De 3 à 10 ans,Recherche de nouveaux donateurs,0.955,C
MB,Âge de l'entreprise,De 3 à 10 ans,Conservation des donateurs,0.092,D
MB,Âge de l'entreprise,De 3 à 10 ans,Manque de temps ou de ressources,0.95,C
MB,Âge de l'entreprise,De 3 à 10 ans,Autre,0,A
MB,Âge de l'entreprise,De 3 à 10 ans,Aucun,0.045,C
MB,Âge de l'entreprise,De 11 à 20 ans,Autre,0,A
MB,Âge de l'entreprise,> 20 ans,Recherche de nouveaux donateurs,0.693,D
MB,Âge de l'entreprise,> 20 ans,Conservation des donateurs,0.397,D
MB,Âge de l'entreprise,> 20 ans,Sommes versées par les donateurs pas aussi élevées qu'avant,0.47,D
MB,Âge de l'entreprise,> 20 ans,Manque de temps ou de ressources,0.41,D
MB,Âge de l'entreprise,> 20 ans,Autre,0.132,D
MB,Âge de l'entreprise,> 20 ans,Aucun,0.122,C
MB,Lieu,Milieu urbain,Recherche de nouveaux donateurs,0.6629999999999999,D
MB,Lieu,Milieu urbain,Conservation des donateurs,0.298,D
MB,Lieu,Milieu urbain,Sommes versées par les donateurs pas aussi élevées qu'avant,0.32799999999999996,D
MB,Lieu,Milieu urbain,Manque de temps ou de ressources,0.44,E
MB,Lieu,Milieu urbain,Autre,0.017,A
MB,Lieu,Milieu urbain,Aucun,0.183,D
MB,Lieu,Milieu rural,Recherche de nouveaux donateurs,0.698,E
MB,Lieu,Milieu rural,Conservation des donateurs,0.436,E
MB,Lieu,Milieu rural,Sommes versées par les donateurs pas aussi élevées qu'avant,0.743,D
MB,Lieu,Milieu rural,Aucun,0.102,C
SK,Emploi,< 5 employés,Recherche de nouveaux donateurs,0.732,E
SK,Emploi,< 5 employés,Conservation des donateurs,0.715,E
SK,Emploi,< 5 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.7390000000000001,D
SK,Emploi,< 5 employés,Manque de temps ou de ressources,0.371,E
SK,Emploi,< 5 employés,Autre,0.057,C
SK,Emploi,< 5 employés,Aucun,0.17600000000000002,D
SK,Emploi,5 < 20 employés,Recherche de nouveaux donateurs,0.604,E
SK,Emploi,5 < 20 employés,Conservation des donateurs,0.596,E
SK,Emploi,5 < 20 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.67,D
SK,Emploi,5 < 20 employés,Manque de temps ou de ressources,0.43,E
SK,Emploi,5 < 20 employés,Autre,0.037000000000000005,B
SK,Emploi,5 < 20 employés,Aucun,0.136,C
SK,Emploi,20 < 100 employés,Recherche de nouveaux donateurs,0.431,E
SK,Emploi,20 < 100 employés,Conservation des donateurs,0.255,D
SK,Emploi,20 < 100 employés,Sommes versées par les donateurs pas aussi élevées qu'avant,0.313,D
SK,Emploi,20 < 100 employés,Manque de temps ou de ressources,0.382,E
