Group,Attribute,Year,QuestionNo,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
Sports & Recreation,Support cause,2013,nv_020,0.672161845,4.615602743,0.611207451,0.73311624,678,Gave enough time already,Barriers to volunteering by cause support,QC,
Sports & Recreation,Do not support cause,2013,nv_020,0.389473974,4.140211811,0.35779262,0.421155329,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Sports & Recreation,Support cause,2013,nv_020,0.450403748,6.375893457,0.393982097,0.506825399,734,Gave enough time already,Barriers to volunteering by cause support,ON,
Sports & Recreation,Do not support cause,2013,nv_020,0.393290578,5.631246625,0.349777397,0.436803759,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Sports & Recreation,Support cause,2013,nv_020,0.459859595,8.58824661,0.382264816,0.537454374,467,Gave enough time already,Barriers to volunteering by cause support,PR,
Sports & Recreation,Do not support cause,2013,nv_020,0.330757399,8.643188451,0.274589744,0.386925054,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Sports & Recreation,Support cause,2013,nv_020,0.42583051,11.43647731,0.33014817,0.521512851,203,Gave enough time already,Barriers to volunteering by cause support,AB,
Sports & Recreation,Do not support cause,2013,nv_020,0.404609284,5.994736754,0.356954259,0.452264309,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Sports & Recreation,Support cause,2013,nv_020,0.496925686,8.125530294,0.417594143,0.576257229,449,Gave enough time already,Barriers to volunteering by cause support,BC,
Education & research,Do not support cause,2013,nv_020,0.43127,2.146939342,0.413078364,0.449461636,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Education & research,Support cause,2013,nv_020,0.397351811,4.643632449,0.361099493,0.433604129,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Education & research,Do not support cause,2013,nv_020,0.402771671,3.893466402,0.371961217,0.433582124,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Education & research,Support cause,2013,nv_020,0.35900566,9.96770803,0.288698534,0.429312786,841,Gave enough time already,Barriers to volunteering by cause support,AT,
Education & research,Do not support cause,2013,nv_020,0.560823974,3.463858652,0.522656847,0.598991102,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Education & research,Support cause,2013,nv_020,0.443754148,9.605466658,0.360008232,0.527500063,678,Gave enough time already,Barriers to volunteering by cause support,QC,
Education & research,Do not support cause,2013,nv_020,0.40583315,3.882510366,0.374875864,0.436790436,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Education & research,Support cause,2013,nv_020,0.393295603,8.692438771,0.32612744,0.460463766,734,Gave enough time already,Barriers to volunteering by cause support,ON,
Education & research,Do not support cause,2013,nv_020,0.4087452,5.075188206,0.367987698,0.449502702,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Education & research,Support cause,2013,nv_020,0.412009993,10.87082266,0.324011973,0.500008013,467,Gave enough time already,Barriers to volunteering by cause support,PR,
Education & research,Do not support cause,2013,nv_020,0.360011377,7.156527841,0.309391472,0.410631283,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Education & research,Support cause,2013,nv_020,0.341673273,17.05854297,0.227160038,0.456186508,203,Gave enough time already,Barriers to volunteering by cause support,AB,*
Education & research,Do not support cause,2013,nv_020,0.43035337,5.41985308,0.384526999,0.476179741,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Education & research,Support cause,2013,nv_020,0.41411554,10.32299348,0.330125087,0.498105993,449,Gave enough time already,Barriers to volunteering by cause support,BC,
Universities & colleges,Do not support cause,2013,nv_020,0.424489025,1.962023417,0.408125631,0.44085242,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Universities & colleges,Support cause,2013,nv_020,0.423534648,10.32001029,0.337658646,0.50941065,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Universities & colleges,Do not support cause,2013,nv_020,0.396097349,3.672183557,0.367519532,0.424675167,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Universities & colleges,Support cause,2013,nv_020,0.35389135,25.82319011,0.174342519,0.533440181,841,Gave enough time already,Barriers to volunteering by cause support,AT,*
Universities & colleges,Do not support cause,2013,nv_020,0.543238629,3.252783521,0.508521121,0.577956137,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Universities & colleges,Support cause,2013,nv_020,0.486304427,18.27634621,0.311681871,0.660926983,678,Gave enough time already,Barriers to volunteering by cause support,QC,*
Universities & colleges,Do not support cause,2013,nv_020,0.401428405,3.501479399,0.3738123,0.429044509,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Universities & colleges,Support cause,2013,nv_020,0.44303335,16.65508984,0.298060679,0.588006021,734,Gave enough time already,Barriers to volunteering by cause support,ON,*
Universities & colleges,Do not support cause,2013,nv_020,0.408073794,4.638995172,0.370880438,0.44526715,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Universities & colleges,Support cause,2013,nv_020,0.442188499,24.10492949,0.232769514,0.651607483,467,Gave enough time already,Barriers to volunteering by cause support,PR,*
Universities & colleges,Do not support cause,2013,nv_020,0.35299423,6.920385021,0.304998721,0.40098974,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Universities & colleges,Support cause,2013,nv_020,0.397790887,28.63604183,0.173985488,0.621596287,203,Gave enough time already,Barriers to volunteering by cause support,AB,*
Universities & colleges,Do not support cause,2013,nv_020,0.431229786,4.868005657,0.389985616,0.472473956,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Universities & colleges,Support cause,2013,nv_020,0.337958534,36.99072349,0.092341216,0.583575853,449,Gave enough time already,Barriers to volunteering by cause support,BC,…
Health,Do not support cause,2013,nv_020,0.430615548,2.049063788,0.413279587,0.447951509,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Health,Support cause,2013,nv_020,0.382342105,5.531383292,0.340790421,0.423893788,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Health,Do not support cause,2013,nv_020,0.39727633,3.877432767,0.367011398,0.427541263,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Health,Support cause,2013,nv_020,0.371760609,10.45116887,0.295424332,0.448096887,841,Gave enough time already,Barriers to volunteering by cause support,AT,
Health,Do not support cause,2013,nv_020,0.539823297,3.466126094,0.503061332,0.576585263,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Health,Support cause,2013,nv_020,0.538891703,9.446249961,0.438877041,0.638906365,678,Gave enough time already,Barriers to volunteering by cause support,QC,
Health,Do not support cause,2013,nv_020,0.411899294,3.589704205,0.382848871,0.440949716,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Health,Support cause,2013,nv_020,0.356791093,10.02352574,0.286526384,0.427055803,734,Gave enough time already,Barriers to volunteering by cause support,ON,
Health,Do not support cause,2013,nv_020,0.418816118,4.783586775,0.379453879,0.458178356,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Health,Support cause,2013,nv_020,0.338234035,13.67142403,0.247382179,0.42908589,467,Gave enough time already,Barriers to volunteering by cause support,PR,
Health,Do not support cause,2013,nv_020,0.360110059,6.885112168,0.311396595,0.408823523,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Health,Support cause,2013,nv_020,0.30399769,25.14256329,0.153827898,0.454167481,203,Gave enough time already,Barriers to volunteering by cause support,AB,*
Health,Do not support cause,2013,nv_020,0.437048577,5.303757335,0.391506158,0.482590996,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Health,Support cause,2013,nv_020,0.354652701,14.20351537,0.255683091,0.453622311,449,Gave enough time already,Barriers to volunteering by cause support,BC,
Hospitals,Do not support cause,2013,nv_020,0.422644493,1.995260237,0.40607621,0.439212776,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Hospitals,Support cause,2013,nv_020,0.462386292,8.061863861,0.389147166,0.535625418,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Hospitals,Do not support cause,2013,nv_020,0.392195203,3.781423205,0.363057165,0.421333241,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Hospitals,Support cause,2013,nv_020,0.431420097,13.02699944,0.321000156,0.541840037,841,Gave enough time already,Barriers to volunteering by cause support,AT,
Hospitals,Do not support cause,2013,nv_020,0.536101977,3.410974081,0.500174347,0.572029607,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Hospitals,Support cause,2013,nv_020,0.606173104,12.07380233,0.46237821,0.749967999,678,Gave enough time already,Barriers to volunteering by cause support,QC,
Hospitals,Do not support cause,2013,nv_020,0.399975571,3.610273097,0.371604465,0.428346676,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Hospitals,Support cause,2013,nv_020,0.470552185,12.15790908,0.358151379,0.582952992,734,Gave enough time already,Barriers to volunteering by cause support,ON,
Hospitals,Do not support cause,2013,nv_020,0.414556954,4.671466607,0.376508222,0.452605687,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Hospitals,Support cause,2013,nv_020,0.279965255,25.78553862,0.138130362,0.421800148,467,Gave enough time already,Barriers to volunteering by cause support,PR,*
Hospitals,Do not support cause,2013,nv_020,0.355910908,6.695905842,0.309088539,0.402733276,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Hospitals,Support cause,2013,nv_020,0.362517953,48.71628811,0.015536348,0.709499558,203,Gave enough time already,Barriers to volunteering by cause support,AB,…
Hospitals,Do not support cause,2013,nv_020,0.427926748,4.944817242,0.38635269,0.469500806,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Hospitals,Support cause,2013,nv_020,0.393853581,27.18115732,0.183521516,0.604185645,449,Gave enough time already,Barriers to volunteering by cause support,BC,*
Social services,Do not support cause,2013,nv_020,0.426529406,2.18406504,0.408226616,0.444832195,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Social services,Support cause,2013,nv_020,0.418236955,4.163411803,0.384025266,0.452448644,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Social services,Do not support cause,2013,nv_020,0.378307924,4.297877247,0.346362976,0.410252872,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Social services,Support cause,2013,nv_020,0.436127226,6.925096758,0.376788013,0.49546644,841,Gave enough time already,Barriers to volunteering by cause support,AT,
Social services,Do not support cause,2013,nv_020,0.547749116,3.712151341,0.507799731,0.587698501,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Social services,Support cause,2013,nv_020,0.517068381,6.705607782,0.448946149,0.585190613,678,Gave enough time already,Barriers to volunteering by cause support,QC,
Social services,Do not support cause,2013,nv_020,0.404731947,3.902532188,0.37369945,0.435764444,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Social services,Support cause,2013,nv_020,0.400124215,7.548002765,0.340786663,0.459461767,734,Gave enough time already,Barriers to volunteering by cause support,ON,
Social services,Do not support cause,2013,nv_020,0.413070075,5.178106691,0.371046067,0.455094083,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Social services,Support cause,2013,nv_020,0.396922553,9.62329487,0.32187573,0.471969376,467,Gave enough time already,Barriers to volunteering by cause support,PR,
Social services,Do not support cause,2013,nv_020,0.350791323,7.884277189,0.296452095,0.405130552,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Social services,Support cause,2013,nv_020,0.370762578,13.3284276,0.273671896,0.46785326,203,Gave enough time already,Barriers to volunteering by cause support,AB,
Social services,Do not support cause,2013,nv_020,0.436400981,5.279977293,0.391129937,0.481672026,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Social services,Support cause,2013,nv_020,0.386313828,11.30125737,0.300537044,0.472090612,449,Gave enough time already,Barriers to volunteering by cause support,BC,
Environment,Do not support cause,2013,nv_020,0.426868774,1.987473156,0.410200202,0.443537347,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Environment,Support cause,2013,nv_020,0.387784026,8.184708918,0.325425492,0.45014256,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Environment,Do not support cause,2013,nv_020,0.397050843,3.705303709,0.368145863,0.425955823,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Environment,Support cause,2013,nv_020,0.359465171,14.98363035,0.253643014,0.465287328,841,Gave enough time already,Barriers to volunteering by cause support,AT,
Environment,Do not support cause,2013,nv_020,0.53995128,3.404515256,0.503834202,0.576068357,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Environment,Support cause,2013,nv_020,0.533874975,15.54455152,0.370825088,0.696924862,678,Gave enough time already,Barriers to volunteering by cause support,QC,
Environment,Do not support cause,2013,nv_020,0.403325614,3.497664762,0.37560922,0.431042008,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Environment,Support cause,2013,nv_020,0.405865744,13.63276702,0.29715583,0.514575658,734,Gave enough time already,Barriers to volunteering by cause support,ON,
Environment,Do not support cause,2013,nv_020,0.409719169,4.805462312,0.371035808,0.44840253,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Environment,Support cause,2013,nv_020,0.405500777,18.98537819,0.254244403,0.556757151,467,Gave enough time already,Barriers to volunteering by cause support,PR,*
Environment,Do not support cause,2013,nv_020,0.362275401,6.821304766,0.313723187,0.410827615,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Environment,Support cause,2013,nv_020,0.232097332,37.51402464,0.06103021,0.403164454,203,Gave enough time already,Barriers to volunteering by cause support,AB,…
Environment,Do not support cause,2013,nv_020,0.433247234,5.079382631,0.390010839,0.476483628,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Environment,Support cause,2013,nv_020,0.347808528,16.94990503,0.231981414,0.463635643,449,Gave enough time already,Barriers to volunteering by cause support,BC,*
Development & housing,Do not support cause,2013,nv_020,0.417459358,2.10877704,0.400163281,0.434755435,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Development & housing,Support cause,2013,nv_020,0.489689678,5.421445642,0.437529532,0.541849824,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Development & housing,Do not support cause,2013,nv_020,0.383157272,3.925357594,0.353607166,0.412707378,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Development & housing,Support cause,2013,nv_020,0.502054023,10.02098864,0.403206962,0.600901085,841,Gave enough time already,Barriers to volunteering by cause support,AT,
Development & housing,Do not support cause,2013,nv_020,0.529390259,3.494940087,0.493039087,0.565741431,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Development & housing,Support cause,2013,nv_020,0.689120602,8.160278147,0.578635699,0.799605505,678,Gave enough time already,Barriers to volunteering by cause support,QC,
Development & housing,Do not support cause,2013,nv_020,0.396407141,3.570999866,0.368595024,0.424219258,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Development & housing,Support cause,2013,nv_020,0.475444676,11.1415618,0.371369105,0.579520248,734,Gave enough time already,Barriers to volunteering by cause support,ON,
Development & housing,Do not support cause,2013,nv_020,0.399618923,5.180356178,0.358945717,0.440292129,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Development & housing,Support cause,2013,nv_020,0.467064479,9.771135568,0.377399135,0.556729823,467,Gave enough time already,Barriers to volunteering by cause support,PR,
Development & housing,Do not support cause,2013,nv_020,0.360510948,7.226141388,0.309327722,0.411694174,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Development & housing,Support cause,2013,nv_020,0.323883334,18.60329434,0.205502553,0.442264115,203,Gave enough time already,Barriers to volunteering by cause support,AB,*
Development & housing,Do not support cause,2013,nv_020,0.41176953,5.254581685,0.36925914,0.454279921,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Development & housing,Support cause,2013,nv_020,0.551408467,12.19057974,0.419339576,0.683477358,449,Gave enough time already,Barriers to volunteering by cause support,BC,
"Law, advocacy & politics",Do not support cause,2013,nv_020,0.42340183,1.995895765,0.406798571,0.440005088,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
"Law, advocacy & politics",Support cause,2013,nv_020,0.448897657,8.645324712,0.372649142,0.525146172,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
"Law, advocacy & politics",Do not support cause,2013,nv_020,0.391563367,3.659004305,0.363414059,0.419712674,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
"Law, advocacy & politics",Support cause,2013,nv_020,0.465945985,16.32423323,0.316504523,0.615387447,841,Gave enough time already,Barriers to volunteering by cause support,AT,
"Law, advocacy & politics",Do not support cause,2013,nv_020,0.541654056,3.24465449,0.507124325,0.576183788,541,Gave enough time already,Barriers to volunteering by cause support,QC,
"Law, advocacy & politics",Support cause,2013,nv_020,0.498593666,18.08588774,0.321424015,0.675763317,678,Gave enough time already,Barriers to volunteering by cause support,QC,*
"Law, advocacy & politics",Do not support cause,2013,nv_020,0.405190198,3.517153304,0.377190524,0.433189872,935,Gave enough time already,Barriers to volunteering by cause support,ON,
"Law, advocacy & politics",Support cause,2013,nv_020,0.357171201,19.07485642,0.223314396,0.491028005,734,Gave enough time already,Barriers to volunteering by cause support,ON,*
"Law, advocacy & politics",Do not support cause,2013,nv_020,0.409293614,4.722318191,0.371319036,0.447268193,623,Gave enough time already,Barriers to volunteering by cause support,PR,
"Law, advocacy & politics",Support cause,2013,nv_020,0.414876157,25.20044212,0.20946247,0.620289844,467,Gave enough time already,Barriers to volunteering by cause support,PR,*
"Law, advocacy & politics",Do not support cause,2013,nv_020,0.356513454,6.813684201,0.308786835,0.404240073,320,Gave enough time already,Barriers to volunteering by cause support,AB,
"Law, advocacy & politics",Support cause,2013,nv_020,0.345650832,35.86892574,0.102061245,0.589240418,203,Gave enough time already,Barriers to volunteering by cause support,AB,…
"Law, advocacy & politics",Do not support cause,2013,nv_020,0.414995136,5.194000677,0.372645688,0.457344584,537,Gave enough time already,Barriers to volunteering by cause support,BC,
"Law, advocacy & politics",Support cause,2013,nv_020,0.626493055,14.07254214,0.453275637,0.799710473,449,Gave enough time already,Barriers to volunteering by cause support,BC,
"Grant-making, fundraising",Do not support cause,2013,nv_020,0.422125043,2.000095937,0.405537017,0.438713068,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
"Grant-making, fundraising",Support cause,2013,nv_020,0.486700101,8.516026644,0.40526696,0.568133243,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
"Grant-making, fundraising",Do not support cause,2013,nv_020,0.392382836,3.631860689,0.364383875,0.420381798,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
"Grant-making, fundraising",Support cause,2013,nv_020,0.449604963,18.90562509,0.282601729,0.616608196,841,Gave enough time already,Barriers to volunteering by cause support,AT,*
"Grant-making, fundraising",Do not support cause,2013,nv_020,0.534913015,3.348223214,0.499724551,0.570101479,541,Gave enough time already,Barriers to volunteering by cause support,QC,
"Grant-making, fundraising",Support cause,2013,nv_020,0.645120565,11.85784529,0.494823878,0.795417253,678,Gave enough time already,Barriers to volunteering by cause support,QC,
"Grant-making, fundraising",Do not support cause,2013,nv_020,0.401343958,3.482913571,0.373880061,0.428807855,935,Gave enough time already,Barriers to volunteering by cause support,ON,
"Grant-making, fundraising",Support cause,2013,nv_020,0.458306999,16.09643463,0.313366778,0.603247221,734,Gave enough time already,Barriers to volunteering by cause support,ON,
"Grant-making, fundraising",Do not support cause,2013,nv_020,0.407123503,4.694007369,0.369576725,0.444670282,623,Gave enough time already,Barriers to volunteering by cause support,PR,
"Grant-making, fundraising",Support cause,2013,nv_020,0.469230216,23.14603507,0.255844512,0.682615919,467,Gave enough time already,Barriers to volunteering by cause support,PR,*
"Grant-making, fundraising",Do not support cause,2013,nv_020,0.35556597,6.753914295,0.308383739,0.402748202,320,Gave enough time already,Barriers to volunteering by cause support,AB,
"Grant-making, fundraising",Support cause,2013,nv_020,0.372799393,37.64891362,0.097039954,0.648558832,203,Gave enough time already,Barriers to volunteering by cause support,AB,…
"Grant-making, fundraising",Do not support cause,2013,nv_020,0.426134062,5.032847727,0.383997142,0.468270981,537,Gave enough time already,Barriers to volunteering by cause support,BC,
"Grant-making, fundraising",Support cause,2013,nv_020,0.436924082,24.12348032,0.22983906,0.644009104,449,Gave enough time already,Barriers to volunteering by cause support,BC,*
International,Do not support cause,2013,nv_020,0.4251584,1.969567831,0.408706182,0.441610618,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
International,Support cause,2013,nv_020,0.389009422,14.32134302,0.279551649,0.498467196,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
International,Do not support cause,2013,nv_020,0.397068215,3.57164472,0.369204686,0.424931743,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
International,Support cause,2013,nv_020,0.152094805,85.74625569,-0.104136558,0.408326169,841,Gave enough time already,Barriers to volunteering by cause support,AT,…
International,Do not support cause,2013,nv_020,0.540657781,3.258807574,0.506041221,0.575274342,541,Gave enough time already,Barriers to volunteering by cause support,QC,
International,Support cause,2013,nv_020,0.492922407,25.95810742,0.241528743,0.744316071,678,Gave enough time already,Barriers to volunteering by cause support,QC,*
International,Do not support cause,2013,nv_020,0.403249678,3.476747575,0.375704224,0.430795131,935,Gave enough time already,Barriers to volunteering by cause support,ON,
International,Support cause,2013,nv_020,0.41260823,21.03201846,0.242109329,0.58310713,734,Gave enough time already,Barriers to volunteering by cause support,ON,*
International,Do not support cause,2013,nv_020,0.410545843,4.67440971,0.372841517,0.448250168,623,Gave enough time already,Barriers to volunteering by cause support,PR,
International,Support cause,2013,nv_020,0.355565021,40.79748804,0.070558238,0.640571805,467,Gave enough time already,Barriers to volunteering by cause support,PR,…
International,Do not support cause,2013,nv_020,0.357520121,6.760391086,0.310033087,0.405007156,320,Gave enough time already,Barriers to volunteering by cause support,AB,
International,Support cause,2013,nv_020,0.275122836,58.28707087,-0.039943217,0.590188888,203,Gave enough time already,Barriers to volunteering by cause support,AB,…
International,Do not support cause,2013,nv_020,0.427421267,4.895224717,0.386312779,0.468529755,537,Gave enough time already,Barriers to volunteering by cause support,BC,
International,Support cause,2013,nv_020,0.307250559,54.13576745,-0.01954769,0.634048809,449,Gave enough time already,Barriers to volunteering by cause support,BC,…
Religion,Do not support cause,2013,nv_020,0.42100438,2.199435211,0.402811539,0.439197221,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Religion,Support cause,2013,nv_020,0.438735637,4.109013069,0.403316076,0.474155199,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Religion,Do not support cause,2013,nv_020,0.376135213,4.390623289,0.343688335,0.408582091,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Religion,Support cause,2013,nv_020,0.456829951,6.699998906,0.396694297,0.516965606,841,Gave enough time already,Barriers to volunteering by cause support,AT,
Religion,Do not support cause,2013,nv_020,0.546342738,3.370098736,0.510167571,0.582517905,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Religion,Support cause,2013,nv_020,0.482646403,11.07265683,0.377647768,0.587645039,678,Gave enough time already,Barriers to volunteering by cause support,QC,
Religion,Do not support cause,2013,nv_020,0.39581753,3.94401838,0.365145911,0.426489148,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Religion,Support cause,2013,nv_020,0.433052973,6.938684013,0.374016436,0.49208951,734,Gave enough time already,Barriers to volunteering by cause support,ON,
Religion,Do not support cause,2013,nv_020,0.389574933,5.665659269,0.346209449,0.432940417,623,Gave enough time already,Barriers to volunteering by cause support,PR,
Religion,Support cause,2013,nv_020,0.470155026,7.8411064,0.397724578,0.542585474,467,Gave enough time already,Barriers to volunteering by cause support,PR,
Religion,Do not support cause,2013,nv_020,0.354735497,7.540712357,0.302179804,0.407291189,320,Gave enough time already,Barriers to volunteering by cause support,AB,
Religion,Support cause,2013,nv_020,0.360339312,14.88247044,0.254976,0.465702624,203,Gave enough time already,Barriers to volunteering by cause support,AB,
Religion,Do not support cause,2013,nv_020,0.415040152,5.529217584,0.369952612,0.460127691,537,Gave enough time already,Barriers to volunteering by cause support,BC,
Religion,Support cause,2013,nv_020,0.477496221,9.57932488,0.387627702,0.567364739,449,Gave enough time already,Barriers to volunteering by cause support,BC,
Business & professional,Do not support cause,2013,nv_020,0.423323762,1.986607692,0.406800815,0.439846708,4011,Gave enough time already,Barriers to volunteering by cause support,CA,
Business & professional,Support cause,2013,nv_020,0.468096219,10.93834439,0.367498191,0.568694247,3372,Gave enough time already,Barriers to volunteering by cause support,CA,
Business & professional,Do not support cause,2013,nv_020,0.391793005,3.647376344,0.363716697,0.419869313,1055,Gave enough time already,Barriers to volunteering by cause support,AT,
Business & professional,Support cause,2013,nv_020,0.467708574,15.9580217,0.321066996,0.614350152,841,Gave enough time already,Barriers to volunteering by cause support,AT,
Business & professional,Do not support cause,2013,nv_020,0.538530589,3.313264071,0.503474039,0.573587138,541,Gave enough time already,Barriers to volunteering by cause support,QC,
Business & professional,Support cause,2013,nv_020,0.609999919,18.58226663,0.387294284,0.832705554,678,Gave enough time already,Barriers to volunteering by cause support,QC,*
Business & professional,Do not support cause,2013,nv_020,0.402108889,3.478818898,0.374624997,0.429592781,935,Gave enough time already,Barriers to volunteering by cause support,ON,
Business & professional,Support cause,2013,nv_020,0.466495274,19.40149086,0.288673437,0.644317112,734,Gave enough time already,Barriers to volunteering by cause support,ON,*
